listener,listener_trial,mturk_worker,mturk_trial,level_condition,sound_heard,listener_response,mturk_response,proportion_correct,typical_source_intensity,difficulty_matched_subset,distance_matched_subset,excitation_matched_subset,proportion_judged_louder
9,187,156,24,2,lawn mower,background-noise-of-landscaping-tools,lawn mower,1,high-intensity,1,0,1,0.6
9,188,109,10,2,printing,an-alarm-or-tickets-being-spit-out-of-a-machine,dog whining,0,3,0,1,0,0.6
9,188,216,15,2,printing,an-alarm-or-tickets-being-spit-out-of-a-machine,pager beeps,0,3,0,1,0,0.6
9,189,87,6,2,door sliding shut,machinery,heart monitor,0,low-intensity,0,0,0,0.8
9,189,230,10,2,door sliding shut,machinery,camera taking a picture,0,low-intensity,0,0,0,0.8
9,190,102,30,4,woman speaking,woman-speaking-English,woman speaking,1,3,0,0,0,0.6
9,190,239,15,4,woman speaking,woman-speaking-English,woman speaking,1,3,0,0,0,0.6
9,191,77,33,2,scream,woman-screaming,scream,1,high-intensity,0,0,1,0.6
9,191,245,24,2,scream,woman-screaming,scream,1,high-intensity,0,0,1,0.6
9,192,56,17,3,fire,rain,drink fizzing,0,low-intensity,0,1,0,0
9,192,249,4,3,fire,rain,soda pouring into a cup,0,low-intensity,0,1,0,0
9,193,106,47,5,train passing by,planes,train passing by,1,high-intensity,1,0,1,0.4
9,193,219,6,5,train passing by,planes,train passing by,1,high-intensity,1,0,1,0.4
9,194,116,3,5,shoveling,person-shoveling,shoveling,1,2,0,1,0,0.6
9,194,189,7,5,shoveling,person-shoveling,shoveling,1,2,0,1,0,0.6
9,195,43,36,3,bike bell,bicycle-bell-ringing,bike bell,1,2,0,1,0,0.4
