listener,listener_trial,reverb_condition,sound_heard,natural_rating,typical_source_intensity,typical_source_location,distance_matched_subset
1,1,reverb,Zipper_058dB,3,low-intensity,either,1.5
1,2,reverb,bowling_pins_falling,3,control-low-intensity,control-indoor,0
1,3,reverb,typing,4,control-low-intensity,control-outdoor,0
1,4,unaltered,Drill_101dB,3,high-intensity,either,1.5
1,5,reverb,breathing,5,control-low-intensity,control-outdoor,0
1,6,unaltered,shuffling_cards,3,control-low-intensity,control-outdoor,0
1,7,reverb,PepperGrinder_056dB,2,low-intensity,indoor,1
1,8,unaltered,Hatchet_078dB,1,high-intensity-in-plot-5C-medium-otherwise,outdoor,0.5
1,9,unaltered,clock_ticking,1,control-low-intensity,control-indoor,0
1,10,reverb,busaccelerating,3,control-low-intensity,control-outdoor,0
1,11,unaltered,grandfather_clock_chimes,3,control-low-intensity,control-indoor,0
1,12,unaltered,horse_neighing,5,control-low-intensity,control-outdoor,0
1,13,unaltered,LeafBlower_114dB,4,high-intensity,outdoor,1.5
1,14,unaltered,flushing,4,control-low-intensity,control-indoor,0
1,15,reverb,BiteChewApple_057dB,4,low-intensity,either,1.5
1,16,reverb,train_warning_bell,1,control-high-intensity,control-outdoor,0
1,17,reverb,wolf_howling,3,control-low-intensity,control-outdoor,0
1,18,unaltered,angry_shouting,2,control-low-intensity,control-outdoor,0
1,19,reverb,cutting_with_scissors,1,control-low-intensity,control-outdoor,0
1,20,unaltered,CoffeeBeanGrinder_084dB,3,high-intensity,indoor,1
1,21,reverb,FootsepsInPebbles_69dB,4,medium-intensity,outdoor,0
1,22,reverb,Ratchet_075dB,2,medium-intensity,either,1.5
1,23,unaltered,Scissors_062dB,1,low-intensity,indoor,1.5
1,24,reverb,humming,2,control-low-intensity,control-outdoor,0
1,25,reverb,heart_beat,4,control-low-intensity,control-outdoor,0
1,26,unaltered,owl_hooting,5,control-low-intensity,control-outdoor,0
1,27,unaltered,bees_buzzing,3,control-low-intensity,control-outdoor,0
1,28,reverb,finger_tapping,4,control-low-intensity,control-outdoor,0
1,29,unaltered,frog_croaking,4,control-low-intensity,control-outdoor,0
1,30,reverb,SprayCanShake_076dB,5,high-intensity-in-plot-5C-medium-otherwise,outdoor,1.5
1,31,reverb,car_idling,3,control-low-intensity,control-outdoor,0
1,32,unaltered,ElectricCanOpener_083dB,4,high-intensity,indoor,1.5
1,33,reverb,fire_alarm,3,control-high-intensity,control-outdoor,0
1,34,reverb,GlassSmash_102dB,4,high-intensity,either,1.5
1,35,unaltered,writing_on_paper,2,control-low-intensity,control-outdoor,0
1,36,unaltered,Blender_088dB,5,high-intensity,indoor,0
1,37,reverb,HairDryer_092dB,4,high-intensity,indoor,1.5
1,38,reverb,jackhammer,2,control-high-intensity,control-outdoor,0
1,39,unaltered,fireworks,5,control-high-intensity,control-outdoor,0
1,40,unaltered,WalkingLeaves_069dB,1,low-intensity-in-plot-5C-medium-otherwise,outdoor,1.5
1,41,unaltered,rubbing_hands,3,control-low-intensity,control-outdoor,0
1,42,reverb,scream,5,control-high-intensity,control-outdoor,0
1,43,reverb,scratching,3,control-low-intensity,control-outdoor,0
1,44,unaltered,CoinDrop_065dB,5,medium-intensity,either,1
1,45,reverb,hair_dryer,3,control-low-intensity,control-indoor,0
1,46,reverb,car_crash,2,control-high-intensity,control-outdoor,0
1,47,reverb,blender,1,control-low-intensity,control-outdoor,0
1,48,reverb,spraying,2,control-low-intensity,control-outdoor,0
1,49,unaltered,train_passing_by,4,control-high-intensity,control-outdoor,0
1,50,reverb,slicing_bread,5,control-low-intensity,control-outdoor,0
1,51,unaltered,SuitcaseRolling_052dB,5,low-intensity,either,1.5
1,52,unaltered,dentist_drill,4,control-low-intensity,control-indoor,0
1,53,unaltered,BranchTrimmer_053dB,1,low-intensity,outdoor,1.5
1,54,unaltered,siren,1,control-high-intensity,control-outdoor,0
1,55,unaltered,thunder,4,control-high-intensity,control-outdoor,0
1,56,unaltered,writing_on_a_chalkboard,4,control-low-intensity,control-indoor,0
1,57,unaltered,ElectricShaver_072dB,4,medium-intensity,indoor,1.5
1,58,unaltered,Chainsaw_113dB,5,high-intensity,outdoor,1
1,59,unaltered,kettle_whistling,5,control-low-intensity,control-indoor,0
1,60,unaltered,motorboat,3,control-high-intensity,control-outdoor,0
1,61,unaltered,flag_flapping,2,control-low-intensity,control-outdoor,0
1,62,reverb,cash_register,5,control-low-intensity,control-indoor,0
1,63,unaltered,SawingWood_081dB,5,medium-intensity,either,1.5
1,64,reverb,Shovel_059dB,2,low-intensity,outdoor,1.5
1,65,reverb,duck_quack,1,control-low-intensity,control-outdoor,0
1,66,reverb,dialup_internet,2,control-low-intensity,control-indoor,0
1,67,reverb,coloring,1,control-low-intensity,control-outdoor,0
1,68,unaltered,pig_snorting,3,control-low-intensity,control-outdoor,0
1,69,reverb,waves_at_beach,3,control-low-intensity,control-outdoor,0
1,70,unaltered,car_skidding,4,control-low-intensity,control-outdoor,0
1,71,reverb,Vacuum_095dB,4,high-intensity,indoor,1.5
1,72,unaltered,chainsaw_revving,2,control-high-intensity,control-outdoor,0
1,73,unaltered,computer_startup_sound,5,control-low-intensity,control-indoor,0
1,74,reverb,printing,3,control-low-intensity,control-indoor,0
1,75,reverb,Stapler_075dB,2,high-intensity-in-plot-5C-medium-otherwise,indoor,1.5
1,76,unaltered,boat_horn,5,control-low-intensity,control-outdoor,0
1,77,reverb,WaterSplash_057dB,3,low-intensity,outdoor,1.5
1,78,reverb,BicycleFreewheel_072dB,3,medium-intensity,outdoor,1
1,79,reverb,crowd_cheering,4,control-high-intensity,control-outdoor,0
1,80,reverb,ClankingDishes_078dB,3,high-intensity-in-plot-5C-medium-otherwise,indoor,1.5
1,81,reverb,glass_shattering,3,control-low-intensity,control-outdoor,0
1,82,unaltered,bus,4,control-low-intensity,control-outdoor,0
1,83,reverb,electric_shaver,2,control-low-intensity,control-indoor,0
1,84,unaltered,ChoppingVegetables_060dB,5,low-intensity,indoor,1.5
1,85,unaltered,PouringLiquid_059dB,4,low-intensity,either,1.5
1,86,unaltered,horse_galloping,2,control-low-intensity,control-outdoor,0
1,87,reverb,vegetable_peeler,3,control-low-intensity,control-outdoor,0
1,88,unaltered,cow_mooing,3,control-low-intensity,control-outdoor,0
1,89,reverb,airplane_taking_off,1,control-high-intensity,control-outdoor,0
1,90,unaltered,HammerMetal_112dB,5,high-intensity,either,1.5
1,91,unaltered,bear,2,control-low-intensity,control-outdoor,0
1,92,unaltered,DroppingStones_092dB,4,high-intensity,outdoor,1
1,93,reverb,HandsRubbing_059dB,3,low-intensity,either,0
1,94,reverb,drinking,1,control-low-intensity,control-outdoor,0
1,95,unaltered,BoilingKettle_074dB,4,low-intensity-in-plot-5C-medium-otherwise,indoor,1
1,96,reverb,rotary_telephone_dialer,2,control-low-intensity,control-indoor,0
1,97,unaltered,RustlingBranch_052dB,5,low-intensity,outdoor,1.5
1,98,reverb,pool_balls_colliding,5,control-low-intensity,control-indoor,0
1,99,unaltered,FootstepsInSand_055dB,4,low-intensity,outdoor,1.5
1,100,unaltered,whispering,4,control-low-intensity,control-outdoor,0
1,101,unaltered,race_car_passing_by,2,control-high-intensity,control-outdoor,0
1,102,unaltered,CompressedAirSpray_095dB,4,high-intensity,either,1
1,103,reverb,Typing_042dB,2,low-intensity,indoor,0
1,104,reverb,cat_purring,1,control-low-intensity,control-outdoor,0
1,105,reverb,HammerNail_097dB,2,high-intensity,either,1
1,106,unaltered,BicycleBell_092dB,4,high-intensity,outdoor,1
1,107,unaltered,cuckoo_clock,2,control-low-intensity,control-indoor,0
1,108,unaltered,CrumplingPaper_069dB,2,low-intensity-in-plot-5C-medium-otherwise,indoor,1.5
1,109,unaltered,Velcro_066dB,3,medium-intensity,either,0
1,110,reverb,Lawnmower_119dB,4,high-intensity,outdoor,0
1,111,unaltered,shower,3,control-low-intensity,control-indoor,0
1,112,reverb,NailsFromBox_069dB,3,medium-intensity,either,1.5
1,113,unaltered,car_accelerating,5,control-low-intensity,control-outdoor,0
1,114,reverb,explosion,2,control-high-intensity,control-outdoor,0
1,115,unaltered,train_whistle,4,control-high-intensity,control-outdoor,0
1,116,unaltered,PeelingVegetables059dB,1,low-intensity,indoor,1.5
1,117,reverb,motorcycle_reving,4,control-high-intensity,control-outdoor,0
2,1,unaltered,Shovel_059dB,3,low-intensity,outdoor,1.5
2,2,reverb,vegetable_peeler,3,control-low-intensity,control-outdoor,0
2,3,reverb,CoinDrop_065dB,1,medium-intensity,either,1
2,4,reverb,horse_neighing,5,control-low-intensity,control-outdoor,0
2,5,unaltered,cash_register,5,control-low-intensity,control-indoor,0
2,6,unaltered,finger_tapping,3,control-low-intensity,control-outdoor,0
2,7,reverb,typing,4,control-low-intensity,control-outdoor,0
2,8,unaltered,ChoppingVegetables_060dB,4,low-intensity,indoor,1.5
2,9,unaltered,pig_snorting,5,control-low-intensity,control-outdoor,0
2,10,reverb,horse_galloping,3,control-low-intensity,control-outdoor,0
2,11,unaltered,drinking,3,control-low-intensity,control-outdoor,0
2,12,reverb,FootstepsInSand_055dB,3,low-intensity,outdoor,1.5
2,13,unaltered,bowling_pins_falling,4,control-low-intensity,control-indoor,0
2,14,unaltered,bees_buzzing,1,control-low-intensity,control-outdoor,0
2,15,unaltered,HairDryer_092dB,3,high-intensity,indoor,1.5
2,16,reverb,coloring,4,control-low-intensity,control-outdoor,0
2,17,reverb,HandsRubbing_059dB,3,low-intensity,either,0
2,18,unaltered,grandfather_clock_chimes,2,control-low-intensity,control-indoor,0
2,19,unaltered,car_crash,4,control-high-intensity,control-outdoor,0
2,20,unaltered,RustlingBranch_052dB,3,low-intensity,outdoor,1.5
2,21,reverb,airplane_taking_off,3,control-high-intensity,control-outdoor,0
2,22,unaltered,SprayCanShake_076dB,5,high-intensity-in-plot-5C-medium-otherwise,outdoor,1.5
2,23,unaltered,FootsepsInPebbles_69dB,4,medium-intensity,outdoor,0
2,24,unaltered,Hatchet_078dB,4,high-intensity-in-plot-5C-medium-otherwise,outdoor,0.5
2,25,reverb,waves_at_beach,1,control-low-intensity,control-outdoor,0
2,26,unaltered,train_warning_bell,2,control-high-intensity,control-outdoor,0
2,27,reverb,fire_alarm,5,control-high-intensity,control-outdoor,0
2,28,reverb,Chainsaw_113dB,5,high-intensity,outdoor,1
2,29,unaltered,bus,4,control-low-intensity,control-outdoor,0
2,30,reverb,motorcycle_reving,4,control-high-intensity,control-outdoor,0
2,31,reverb,computer_startup_sound,3,control-low-intensity,control-indoor,0
2,32,unaltered,fireworks,5,control-high-intensity,control-outdoor,0
2,33,reverb,BoilingKettle_074dB,1,low-intensity-in-plot-5C-medium-otherwise,indoor,1
2,34,reverb,car_accelerating,3,control-low-intensity,control-outdoor,0
2,35,reverb,dentist_drill,3,control-low-intensity,control-indoor,0
2,36,unaltered,scream,2,control-high-intensity,control-outdoor,0
2,37,unaltered,spraying,3,control-low-intensity,control-outdoor,0
2,38,unaltered,GlassSmash_102dB,4,high-intensity,either,1.5
2,39,reverb,BiteChewApple_057dB,2,low-intensity,either,1.5
2,40,reverb,car_idling,2,control-low-intensity,control-outdoor,0
2,41,reverb,pool_balls_colliding,5,control-low-intensity,control-indoor,0
2,42,reverb,Drill_101dB,3,high-intensity,either,1.5
2,43,unaltered,flushing,4,control-low-intensity,control-indoor,0
2,44,reverb,cuckoo_clock,2,control-low-intensity,control-indoor,0
2,45,unaltered,PeelingVegetables059dB,3,low-intensity,indoor,1.5
2,46,unaltered,thunder,3,control-high-intensity,control-outdoor,0
2,47,reverb,Stapler_075dB,5,high-intensity-in-plot-5C-medium-otherwise,indoor,1.5
2,48,reverb,PouringLiquid_059dB,1,low-intensity,either,1.5
2,49,unaltered,heart_beat,4,control-low-intensity,control-outdoor,0
2,50,unaltered,busaccelerating,2,control-low-intensity,control-outdoor,0
2,51,reverb,Scissors_062dB,1,low-intensity,indoor,1.5
2,52,unaltered,SuitcaseRolling_052dB,3,low-intensity,either,1.5
2,53,reverb,chainsaw_revving,3,control-high-intensity,control-outdoor,0
2,54,unaltered,dialup_internet,2,control-low-intensity,control-indoor,0
2,55,reverb,BicycleBell_092dB,5,high-intensity,outdoor,1
2,56,reverb,scratching,2,control-low-intensity,control-outdoor,0
2,57,unaltered,frog_croaking,3,control-low-intensity,control-outdoor,0
2,58,unaltered,SawingWood_081dB,4,medium-intensity,either,1.5
2,59,unaltered,race_car_passing_by,2,control-high-intensity,control-outdoor,0
2,60,reverb,Zipper_058dB,4,low-intensity,either,1.5
2,61,unaltered,Ratchet_075dB,2,medium-intensity,either,1.5
2,62,unaltered,clock_ticking,5,control-low-intensity,control-indoor,0
2,63,reverb,boat_horn,4,control-low-intensity,control-outdoor,0
2,64,reverb,rubbing_hands,5,control-low-intensity,control-outdoor,0
2,65,unaltered,angry_shouting,5,control-low-intensity,control-outdoor,0
2,66,unaltered,shower,5,control-low-intensity,control-indoor,0
2,67,unaltered,shuffling_cards,4,control-low-intensity,control-outdoor,0
2,68,unaltered,writing_on_paper,5,control-low-intensity,control-outdoor,0
2,69,reverb,jackhammer,5,control-high-intensity,control-outdoor,0
2,70,reverb,PepperGrinder_056dB,3,low-intensity,indoor,1
2,71,unaltered,blender,2,control-low-intensity,control-outdoor,0
2,72,reverb,Vacuum_095dB,3,high-intensity,indoor,1.5
2,73,unaltered,ClankingDishes_078dB,5,high-intensity-in-plot-5C-medium-otherwise,indoor,1.5
2,74,unaltered,electric_shaver,3,control-low-intensity,control-indoor,0
2,75,reverb,breathing,4,control-low-intensity,control-outdoor,0
2,76,reverb,duck_quack,2,control-low-intensity,control-outdoor,0
2,77,unaltered,printing,3,control-low-intensity,control-indoor,0
2,78,unaltered,Blender_088dB,2,high-intensity,indoor,0
2,79,reverb,BicycleFreewheel_072dB,2,medium-intensity,outdoor,1
2,80,unaltered,humming,4,control-low-intensity,control-outdoor,0
2,81,unaltered,ElectricShaver_072dB,3,medium-intensity,indoor,1.5
2,82,unaltered,cow_mooing,5,control-low-intensity,control-outdoor,0
2,83,reverb,Velcro_066dB,3,medium-intensity,either,0
2,84,reverb,CompressedAirSpray_095dB,2,high-intensity,either,1
2,85,unaltered,NailsFromBox_069dB,5,medium-intensity,either,1.5
2,86,reverb,ElectricCanOpener_083dB,4,high-intensity,indoor,1.5
2,87,reverb,hair_dryer,2,control-low-intensity,control-indoor,0
2,88,unaltered,car_skidding,3,control-low-intensity,control-outdoor,0
2,89,unaltered,wolf_howling,4,control-low-intensity,control-outdoor,0
2,90,reverb,HammerNail_097dB,4,high-intensity,either,1
2,91,unaltered,CrumplingPaper_069dB,4,low-intensity-in-plot-5C-medium-otherwise,indoor,1.5
2,92,reverb,train_whistle,3,control-high-intensity,control-outdoor,0
2,93,unaltered,bear,4,control-low-intensity,control-outdoor,0
2,94,reverb,glass_shattering,5,control-low-intensity,control-outdoor,0
2,95,unaltered,crowd_cheering,4,control-high-intensity,control-outdoor,0
2,96,reverb,cutting_with_scissors,5,control-low-intensity,control-outdoor,0
2,97,unaltered,writing_on_a_chalkboard,4,control-low-intensity,control-indoor,0
2,98,reverb,kettle_whistling,3,control-low-intensity,control-indoor,0
2,99,unaltered,cat_purring,1,control-low-intensity,control-outdoor,0
2,100,reverb,whispering,3,control-low-intensity,control-outdoor,0
2,101,unaltered,LeafBlower_114dB,5,high-intensity,outdoor,1.5
2,102,unaltered,HammerMetal_112dB,5,high-intensity,either,1.5
2,103,reverb,rotary_telephone_dialer,3,control-low-intensity,control-indoor,0
2,104,reverb,DroppingStones_092dB,1,high-intensity,outdoor,1
2,105,unaltered,owl_hooting,5,control-low-intensity,control-outdoor,0
2,106,reverb,Lawnmower_119dB,4,high-intensity,outdoor,0
2,107,reverb,BranchTrimmer_053dB,2,low-intensity,outdoor,1.5
2,108,unaltered,WaterSplash_057dB,5,low-intensity,outdoor,1.5
2,109,reverb,CoffeeBeanGrinder_084dB,4,high-intensity,indoor,1
2,110,unaltered,train_passing_by,4,control-high-intensity,control-outdoor,0
2,111,unaltered,Typing_042dB,4,low-intensity,indoor,0
2,112,unaltered,explosion,5,control-high-intensity,control-outdoor,0
2,113,reverb,slicing_bread,1,control-low-intensity,control-outdoor,0
2,114,unaltered,motorboat,2,control-high-intensity,control-outdoor,0
2,115,unaltered,flag_flapping,3,control-low-intensity,control-outdoor,0
2,116,unaltered,siren,2,control-high-intensity,control-outdoor,0
2,117,unaltered,WalkingLeaves_069dB,2,low-intensity-in-plot-5C-medium-otherwise,outdoor,1.5
3,1,reverb,BicycleFreewheel_072dB,3,medium-intensity,outdoor,1
3,2,reverb,HammerMetal_112dB,4,high-intensity,either,1.5
3,3,unaltered,BiteChewApple_057dB,3,low-intensity,either,1.5
3,4,unaltered,owl_hooting,3,control-low-intensity,control-outdoor,0
3,5,reverb,bowling_pins_falling,4,control-low-intensity,control-indoor,0
3,6,reverb,fireworks,3,control-high-intensity,control-outdoor,0
3,7,reverb,PeelingVegetables059dB,1,low-intensity,indoor,1.5
3,8,reverb,bees_buzzing,4,control-low-intensity,control-outdoor,0
3,9,reverb,RustlingBranch_052dB,3,low-intensity,outdoor,1.5
3,10,unaltered,angry_shouting,3,control-low-intensity,control-outdoor,0
3,11,unaltered,cuckoo_clock,3,control-low-intensity,control-indoor,0
3,12,reverb,whispering,3,control-low-intensity,control-outdoor,0
3,13,unaltered,wolf_howling,2,control-low-intensity,control-outdoor,0
3,14,reverb,Ratchet_075dB,2,medium-intensity,either,1.5
3,15,unaltered,car_idling,2,control-low-intensity,control-outdoor,0
3,16,reverb,train_passing_by,1,control-high-intensity,control-outdoor,0
3,17,reverb,dentist_drill,3,control-low-intensity,control-indoor,0
3,18,unaltered,typing,3,control-low-intensity,control-outdoor,0
3,19,unaltered,HandsRubbing_059dB,2,low-intensity,either,0
3,20,reverb,Chainsaw_113dB,2,high-intensity,outdoor,1
3,21,unaltered,vegetable_peeler,4,control-low-intensity,control-outdoor,0
3,22,unaltered,WalkingLeaves_069dB,4,low-intensity-in-plot-5C-medium-otherwise,outdoor,1.5
3,23,unaltered,CoinDrop_065dB,5,medium-intensity,either,1
3,24,reverb,SuitcaseRolling_052dB,5,low-intensity,either,1.5
3,25,reverb,boat_horn,3,control-low-intensity,control-outdoor,0
3,26,reverb,horse_galloping,3,control-low-intensity,control-outdoor,0
3,27,unaltered,dialup_internet,2,control-low-intensity,control-indoor,0
3,28,reverb,Zipper_058dB,5,low-intensity,either,1.5
3,29,reverb,LeafBlower_114dB,2,high-intensity,outdoor,1.5
3,30,reverb,fire_alarm,3,control-high-intensity,control-outdoor,0
3,31,reverb,ElectricCanOpener_083dB,4,high-intensity,indoor,1.5
3,32,unaltered,Hatchet_078dB,3,high-intensity-in-plot-5C-medium-otherwise,outdoor,0.5
3,33,unaltered,heart_beat,4,control-low-intensity,control-outdoor,0
3,34,unaltered,shower,3,control-low-intensity,control-indoor,0
3,35,unaltered,FootsepsInPebbles_69dB,5,medium-intensity,outdoor,0
3,36,unaltered,motorboat,3,control-high-intensity,control-outdoor,0
3,37,unaltered,ClankingDishes_078dB,4,high-intensity-in-plot-5C-medium-otherwise,indoor,1.5
3,38,reverb,hair_dryer,4,control-low-intensity,control-indoor,0
3,39,unaltered,Blender_088dB,3,high-intensity,indoor,0
3,40,reverb,clock_ticking,4,control-low-intensity,control-indoor,0
3,41,reverb,blender,4,control-low-intensity,control-outdoor,0
3,42,reverb,chainsaw_revving,3,control-high-intensity,control-outdoor,0
3,43,unaltered,PouringLiquid_059dB,3,low-intensity,either,1.5
3,44,reverb,HammerNail_097dB,1,high-intensity,either,1
3,45,unaltered,siren,5,control-high-intensity,control-outdoor,0
3,46,reverb,Lawnmower_119dB,3,high-intensity,outdoor,0
3,47,unaltered,car_accelerating,3,control-low-intensity,control-outdoor,0
3,48,reverb,Typing_042dB,5,low-intensity,indoor,0
3,49,reverb,HairDryer_092dB,4,high-intensity,indoor,1.5
3,50,unaltered,scratching,5,control-low-intensity,control-outdoor,0
3,51,unaltered,electric_shaver,2,control-low-intensity,control-indoor,0
3,52,reverb,Scissors_062dB,5,low-intensity,indoor,1.5
3,53,unaltered,kettle_whistling,3,control-low-intensity,control-indoor,0
3,54,reverb,humming,2,control-low-intensity,control-outdoor,0
3,55,unaltered,flag_flapping,3,control-low-intensity,control-outdoor,0
3,56,unaltered,NailsFromBox_069dB,2,medium-intensity,either,1.5
3,57,unaltered,frog_croaking,5,control-low-intensity,control-outdoor,0
3,58,unaltered,duck_quack,3,control-low-intensity,control-outdoor,0
3,59,reverb,DroppingStones_092dB,2,high-intensity,outdoor,1
3,60,reverb,SprayCanShake_076dB,3,high-intensity-in-plot-5C-medium-otherwise,outdoor,1.5
3,61,unaltered,airplane_taking_off,3,control-high-intensity,control-outdoor,0
3,62,unaltered,WaterSplash_057dB,1,low-intensity,outdoor,1.5
3,63,unaltered,bear,2,control-low-intensity,control-outdoor,0
3,64,reverb,scream,5,control-high-intensity,control-outdoor,0
3,65,reverb,computer_startup_sound,5,control-low-intensity,control-indoor,0
3,66,unaltered,bus,3,control-low-intensity,control-outdoor,0
3,67,reverb,writing_on_paper,4,control-low-intensity,control-outdoor,0
3,68,reverb,jackhammer,4,control-high-intensity,control-outdoor,0
3,69,unaltered,flushing,2,control-low-intensity,control-indoor,0
3,70,unaltered,SawingWood_081dB,5,medium-intensity,either,1.5
3,71,unaltered,shuffling_cards,3,control-low-intensity,control-outdoor,0
3,72,reverb,BranchTrimmer_053dB,3,low-intensity,outdoor,1.5
3,73,reverb,train_warning_bell,2,control-high-intensity,control-outdoor,0
3,74,unaltered,slicing_bread,5,control-low-intensity,control-outdoor,0
3,75,reverb,BoilingKettle_074dB,3,low-intensity-in-plot-5C-medium-otherwise,indoor,1
3,76,reverb,cow_mooing,4,control-low-intensity,control-outdoor,0
3,77,unaltered,Vacuum_095dB,4,high-intensity,indoor,1.5
3,78,reverb,glass_shattering,4,control-low-intensity,control-outdoor,0
3,79,unaltered,coloring,4,control-low-intensity,control-outdoor,0
3,80,reverb,grandfather_clock_chimes,3,control-low-intensity,control-indoor,0
3,81,unaltered,explosion,3,control-high-intensity,control-outdoor,0
3,82,reverb,motorcycle_reving,2,control-high-intensity,control-outdoor,0
3,83,unaltered,ChoppingVegetables_060dB,4,low-intensity,indoor,1.5
3,84,unaltered,writing_on_a_chalkboard,2,control-low-intensity,control-indoor,0
3,85,unaltered,crowd_cheering,5,control-high-intensity,control-outdoor,0
3,86,unaltered,ElectricShaver_072dB,5,medium-intensity,indoor,1.5
3,87,reverb,PepperGrinder_056dB,2,low-intensity,indoor,1
3,88,unaltered,cutting_with_scissors,2,control-low-intensity,control-outdoor,0
3,89,unaltered,FootstepsInSand_055dB,4,low-intensity,outdoor,1.5
3,90,unaltered,car_crash,2,control-high-intensity,control-outdoor,0
3,91,unaltered,finger_tapping,3,control-low-intensity,control-outdoor,0
3,92,reverb,rubbing_hands,5,control-low-intensity,control-outdoor,0
3,93,reverb,cash_register,2,control-low-intensity,control-indoor,0
3,94,unaltered,printing,5,control-low-intensity,control-indoor,0
3,95,reverb,pool_balls_colliding,5,control-low-intensity,control-indoor,0
3,96,unaltered,car_skidding,1,control-low-intensity,control-outdoor,0
3,97,unaltered,GlassSmash_102dB,5,high-intensity,either,1.5
3,98,reverb,waves_at_beach,1,control-low-intensity,control-outdoor,0
3,99,reverb,horse_neighing,4,control-low-intensity,control-outdoor,0
3,100,unaltered,spraying,4,control-low-intensity,control-outdoor,0
3,101,reverb,cat_purring,1,control-low-intensity,control-outdoor,0
3,102,reverb,pig_snorting,3,control-low-intensity,control-outdoor,0
3,103,reverb,busaccelerating,4,control-low-intensity,control-outdoor,0
3,104,unaltered,CrumplingPaper_069dB,4,low-intensity-in-plot-5C-medium-otherwise,indoor,1.5
3,105,unaltered,drinking,4,control-low-intensity,control-outdoor,0
3,106,unaltered,CompressedAirSpray_095dB,4,high-intensity,either,1
3,107,reverb,train_whistle,4,control-high-intensity,control-outdoor,0
3,108,reverb,breathing,1,control-low-intensity,control-outdoor,0
3,109,reverb,BicycleBell_092dB,5,high-intensity,outdoor,1
3,110,unaltered,Shovel_059dB,3,low-intensity,outdoor,1.5
3,111,unaltered,race_car_passing_by,2,control-high-intensity,control-outdoor,0
3,112,reverb,Velcro_066dB,4,medium-intensity,either,0
3,113,unaltered,thunder,5,control-high-intensity,control-outdoor,0
3,114,unaltered,CoffeeBeanGrinder_084dB,4,high-intensity,indoor,1
3,115,reverb,Drill_101dB,3,high-intensity,either,1.5
3,116,reverb,rotary_telephone_dialer,3,control-low-intensity,control-indoor,0
3,117,unaltered,Stapler_075dB,2,high-intensity-in-plot-5C-medium-otherwise,indoor,1.5
4,1,reverb,BiteChewApple_057dB,3,low-intensity,either,1.5
4,2,unaltered,HammerMetal_112dB,2,high-intensity,either,1.5
4,3,unaltered,printing,4,control-low-intensity,control-indoor,0
4,4,unaltered,rotary_telephone_dialer,4,control-low-intensity,control-indoor,0
4,5,reverb,horse_neighing,5,control-low-intensity,control-outdoor,0
4,6,unaltered,train_passing_by,3,control-high-intensity,control-outdoor,0
4,7,reverb,cuckoo_clock,4,control-low-intensity,control-indoor,0
4,8,reverb,boat_horn,5,control-low-intensity,control-outdoor,0
4,9,unaltered,Vacuum_095dB,3,high-intensity,indoor,1.5
4,10,reverb,CompressedAirSpray_095dB,2,high-intensity,either,1
4,11,reverb,race_car_passing_by,2,control-high-intensity,control-outdoor,0
4,12,unaltered,BicycleFreewheel_072dB,1,medium-intensity,outdoor,1
4,13,reverb,shuffling_cards,4,control-low-intensity,control-outdoor,0
4,14,unaltered,clock_ticking,3,control-low-intensity,control-indoor,0
4,15,reverb,cow_mooing,3,control-low-intensity,control-outdoor,0
4,16,unaltered,Velcro_066dB,3,medium-intensity,either,0
4,17,unaltered,PepperGrinder_056dB,4,low-intensity,indoor,1
4,18,reverb,siren,4,control-high-intensity,control-outdoor,0
4,19,unaltered,slicing_bread,4,control-low-intensity,control-outdoor,0
4,20,reverb,train_warning_bell,4,control-high-intensity,control-outdoor,0
4,21,unaltered,flag_flapping,3,control-low-intensity,control-outdoor,0
4,22,unaltered,blender,5,control-low-intensity,control-outdoor,0
4,23,unaltered,ElectricShaver_072dB,5,medium-intensity,indoor,1.5
4,24,reverb,PouringLiquid_059dB,2,low-intensity,either,1.5
4,25,unaltered,spraying,4,control-low-intensity,control-outdoor,0
4,26,reverb,HairDryer_092dB,4,high-intensity,indoor,1.5
4,27,reverb,shower,3,control-low-intensity,control-indoor,0
4,28,unaltered,frog_croaking,4,control-low-intensity,control-outdoor,0
4,29,reverb,FootstepsInSand_055dB,5,low-intensity,outdoor,1.5
4,30,unaltered,Zipper_058dB,4,low-intensity,either,1.5
4,31,unaltered,horse_galloping,5,control-low-intensity,control-outdoor,0
4,32,reverb,ChoppingVegetables_060dB,4,low-intensity,indoor,1.5
4,33,unaltered,Typing_042dB,4,low-intensity,indoor,0
4,34,unaltered,breathing,3,control-low-intensity,control-outdoor,0
4,35,unaltered,train_whistle,5,control-high-intensity,control-outdoor,0
4,36,reverb,kettle_whistling,3,control-low-intensity,control-indoor,0
4,37,reverb,waves_at_beach,5,control-low-intensity,control-outdoor,0
4,38,unaltered,typing,4,control-low-intensity,control-outdoor,0
4,39,unaltered,Shovel_059dB,3,low-intensity,outdoor,1.5
4,40,reverb,Chainsaw_113dB,2,high-intensity,outdoor,1
4,41,unaltered,car_crash,3,control-high-intensity,control-outdoor,0
4,42,unaltered,writing_on_a_chalkboard,5,control-low-intensity,control-indoor,0
4,43,reverb,crowd_cheering,4,control-high-intensity,control-outdoor,0
4,44,unaltered,fire_alarm,3,control-high-intensity,control-outdoor,0
4,45,reverb,angry_shouting,5,control-low-intensity,control-outdoor,0
