listener,listener_trial,reverb_condition,sound_heard,natural_rating,typical_source_intensity,typical_source_location,distance_matched_subset
65,71,reverb,cat_purring,3,control-low-intensity,control-outdoor,0
65,72,reverb,Drill_101dB,4,high-intensity,either,1.5
65,73,unaltered,waves_at_beach,3,control-low-intensity,control-outdoor,0
65,74,unaltered,printing,2,control-low-intensity,control-indoor,0
65,75,unaltered,glass_shattering,3,control-low-intensity,control-outdoor,0
65,76,unaltered,wolf_howling,3,control-low-intensity,control-outdoor,0
65,77,reverb,GlassSmash_102dB,5,high-intensity,either,1.5
65,78,unaltered,drinking,2,control-low-intensity,control-outdoor,0
65,79,unaltered,pool_balls_colliding,5,control-low-intensity,control-indoor,0
65,80,reverb,whispering,5,control-low-intensity,control-outdoor,0
65,81,reverb,frog_croaking,5,control-low-intensity,control-outdoor,0
65,82,unaltered,rotary_telephone_dialer,4,control-low-intensity,control-indoor,0
65,83,reverb,car_crash,2,control-high-intensity,control-outdoor,0
65,84,unaltered,blender,3,control-low-intensity,control-outdoor,0
65,85,unaltered,Shovel_059dB,5,low-intensity,outdoor,1.5
65,86,unaltered,motorboat,5,control-high-intensity,control-outdoor,0
65,87,reverb,flag_flapping,1,control-low-intensity,control-outdoor,0
65,88,unaltered,SawingWood_081dB,5,medium-intensity,either,1.5
65,89,unaltered,CoffeeBeanGrinder_084dB,2,high-intensity,indoor,1
65,90,unaltered,LeafBlower_114dB,5,high-intensity,outdoor,1.5
65,91,reverb,race_car_passing_by,4,control-high-intensity,control-outdoor,0
65,92,unaltered,shuffling_cards,5,control-low-intensity,control-outdoor,0
65,93,reverb,BoilingKettle_074dB,4,low-intensity-in-plot-5C-medium-otherwise,indoor,1
65,94,unaltered,ElectricCanOpener_083dB,2,high-intensity,indoor,1.5
65,95,unaltered,HairDryer_092dB,2,high-intensity,indoor,1.5
65,96,reverb,WalkingLeaves_069dB,1,low-intensity-in-plot-5C-medium-otherwise,outdoor,1.5
65,97,reverb,Stapler_075dB,3,high-intensity-in-plot-5C-medium-otherwise,indoor,1.5
65,98,reverb,duck_quack,5,control-low-intensity,control-outdoor,0
65,99,reverb,ElectricShaver_072dB,2,medium-intensity,indoor,1.5
65,100,reverb,bus,5,control-low-intensity,control-outdoor,0
65,101,reverb,train_whistle,5,control-high-intensity,control-outdoor,0
65,102,unaltered,spraying,5,control-low-intensity,control-outdoor,0
65,103,reverb,coloring,1,control-low-intensity,control-outdoor,0
65,104,reverb,kettle_whistling,4,control-low-intensity,control-indoor,0
65,105,reverb,airplane_taking_off,3,control-high-intensity,control-outdoor,0
65,106,unaltered,motorcycle_reving,5,control-high-intensity,control-outdoor,0
65,107,unaltered,car_skidding,1,control-low-intensity,control-outdoor,0
65,108,unaltered,WaterSplash_057dB,4,low-intensity,outdoor,1.5
65,109,unaltered,bees_buzzing,4,control-low-intensity,control-outdoor,0
65,110,reverb,flushing,2,control-low-intensity,control-indoor,0
65,111,reverb,PepperGrinder_056dB,5,low-intensity,indoor,1
65,112,unaltered,FootstepsInSand_055dB,3,low-intensity,outdoor,1.5
65,113,reverb,heart_beat,3,control-low-intensity,control-outdoor,0
65,114,reverb,CrumplingPaper_069dB,3,low-intensity-in-plot-5C-medium-otherwise,indoor,1.5
65,115,unaltered,scream,2,control-high-intensity,control-outdoor,0
65,116,unaltered,HammerMetal_112dB,5,high-intensity,either,1.5
65,117,reverb,Hatchet_078dB,1,high-intensity-in-plot-5C-medium-otherwise,outdoor,0.5
66,1,reverb,computer_startup_sound,4,control-low-intensity,control-indoor,0
66,2,unaltered,coloring,3,control-low-intensity,control-outdoor,0
66,3,reverb,HammerMetal_112dB,3,high-intensity,either,1.5
66,4,reverb,BoilingKettle_074dB,4,low-intensity-in-plot-5C-medium-otherwise,indoor,1
66,5,reverb,cash_register,3,control-low-intensity,control-indoor,0
66,6,unaltered,slicing_bread,1,control-low-intensity,control-outdoor,0
66,7,unaltered,angry_shouting,5,control-low-intensity,control-outdoor,0
66,8,reverb,shuffling_cards,3,control-low-intensity,control-outdoor,0
66,9,reverb,grandfather_clock_chimes,2,control-low-intensity,control-indoor,0
66,10,unaltered,heart_beat,2,control-low-intensity,control-outdoor,0
66,11,unaltered,PouringLiquid_059dB,4,low-intensity,either,1.5
66,12,reverb,bear,2,control-low-intensity,control-outdoor,0
66,13,reverb,flushing,3,control-low-intensity,control-indoor,0
66,14,reverb,bowling_pins_falling,2,control-low-intensity,control-indoor,0
66,15,unaltered,Scissors_062dB,4,low-intensity,indoor,1.5
66,16,reverb,car_accelerating,2,control-low-intensity,control-outdoor,0
66,17,reverb,scratching,5,control-low-intensity,control-outdoor,0
66,18,reverb,SawingWood_081dB,5,medium-intensity,either,1.5
66,19,unaltered,owl_hooting,2,control-low-intensity,control-outdoor,0
66,20,unaltered,bees_buzzing,3,control-low-intensity,control-outdoor,0
66,21,unaltered,boat_horn,4,control-low-intensity,control-outdoor,0
66,22,reverb,dentist_drill,3,control-low-intensity,control-indoor,0
66,23,unaltered,WalkingLeaves_069dB,2,low-intensity-in-plot-5C-medium-otherwise,outdoor,1.5
66,24,reverb,GlassSmash_102dB,4,high-intensity,either,1.5
66,25,reverb,FootsepsInPebbles_69dB,3,medium-intensity,outdoor,0
66,26,unaltered,Lawnmower_119dB,5,high-intensity,outdoor,0
66,27,unaltered,scream,5,control-high-intensity,control-outdoor,0
66,28,unaltered,Hatchet_078dB,5,high-intensity-in-plot-5C-medium-otherwise,outdoor,0.5
66,29,unaltered,typing,2,control-low-intensity,control-outdoor,0
66,30,reverb,ElectricShaver_072dB,3,medium-intensity,indoor,1.5
66,31,unaltered,ChoppingVegetables_060dB,3,low-intensity,indoor,1.5
66,32,unaltered,clock_ticking,5,control-low-intensity,control-indoor,0
66,33,reverb,fireworks,4,control-high-intensity,control-outdoor,0
66,34,unaltered,RustlingBranch_052dB,3,low-intensity,outdoor,1.5
66,35,unaltered,pool_balls_colliding,3,control-low-intensity,control-indoor,0
66,36,unaltered,car_crash,3,control-high-intensity,control-outdoor,0
66,37,reverb,shower,3,control-low-intensity,control-indoor,0
66,38,reverb,finger_tapping,5,control-low-intensity,control-outdoor,0
66,39,reverb,PeelingVegetables059dB,3,low-intensity,indoor,1.5
66,40,reverb,cow_mooing,5,control-low-intensity,control-outdoor,0
66,41,reverb,busaccelerating,3,control-low-intensity,control-outdoor,0
66,42,reverb,chainsaw_revving,5,control-high-intensity,control-outdoor,0
66,43,reverb,LeafBlower_114dB,3,high-intensity,outdoor,1.5
66,44,reverb,train_passing_by,2,control-high-intensity,control-outdoor,0
66,45,reverb,Typing_042dB,2,low-intensity,indoor,0
66,46,unaltered,Velcro_066dB,5,medium-intensity,either,0
66,47,reverb,CrumplingPaper_069dB,4,low-intensity-in-plot-5C-medium-otherwise,indoor,1.5
66,48,unaltered,breathing,3,control-low-intensity,control-outdoor,0
66,49,reverb,FootstepsInSand_055dB,2,low-intensity,outdoor,1.5
66,50,unaltered,spraying,4,control-low-intensity,control-outdoor,0
66,51,unaltered,train_warning_bell,2,control-high-intensity,control-outdoor,0
66,52,reverb,HairDryer_092dB,4,high-intensity,indoor,1.5
66,53,reverb,ElectricCanOpener_083dB,3,high-intensity,indoor,1.5
66,54,reverb,dialup_internet,4,control-low-intensity,control-indoor,0
66,55,unaltered,explosion,4,control-high-intensity,control-outdoor,0
66,56,unaltered,cuckoo_clock,3,control-low-intensity,control-indoor,0
66,57,reverb,humming,4,control-low-intensity,control-outdoor,0
66,58,unaltered,car_idling,2,control-low-intensity,control-outdoor,0
66,59,reverb,frog_croaking,2,control-low-intensity,control-outdoor,0
66,60,unaltered,flag_flapping,3,control-low-intensity,control-outdoor,0
66,61,reverb,Zipper_058dB,3,low-intensity,either,1.5
66,62,unaltered,horse_galloping,4,control-low-intensity,control-outdoor,0
66,63,reverb,Ratchet_075dB,4,medium-intensity,either,1.5
66,64,reverb,duck_quack,4,control-low-intensity,control-outdoor,0
66,65,unaltered,vegetable_peeler,5,control-low-intensity,control-outdoor,0
66,66,unaltered,siren,4,control-high-intensity,control-outdoor,0
66,67,unaltered,CoffeeBeanGrinder_084dB,4,high-intensity,indoor,1
66,68,reverb,Drill_101dB,2,high-intensity,either,1.5
66,69,reverb,Chainsaw_113dB,3,high-intensity,outdoor,1
66,70,reverb,BicycleFreewheel_072dB,4,medium-intensity,outdoor,1
66,71,reverb,crowd_cheering,2,control-high-intensity,control-outdoor,0
66,72,unaltered,HandsRubbing_059dB,5,low-intensity,either,0
66,73,unaltered,PepperGrinder_056dB,1,low-intensity,indoor,1
66,74,unaltered,airplane_taking_off,3,control-high-intensity,control-outdoor,0
66,75,reverb,motorcycle_reving,4,control-high-intensity,control-outdoor,0
66,76,unaltered,writing_on_paper,4,control-low-intensity,control-outdoor,0
66,77,reverb,BranchTrimmer_053dB,3,low-intensity,outdoor,1.5
66,78,unaltered,horse_neighing,5,control-low-intensity,control-outdoor,0
66,79,reverb,SuitcaseRolling_052dB,5,low-intensity,either,1.5
66,80,unaltered,Vacuum_095dB,3,high-intensity,indoor,1.5
66,81,reverb,fire_alarm,3,control-high-intensity,control-outdoor,0
66,82,unaltered,BiteChewApple_057dB,3,low-intensity,either,1.5
66,83,reverb,drinking,1,control-low-intensity,control-outdoor,0
66,84,reverb,glass_shattering,2,control-low-intensity,control-outdoor,0
66,85,unaltered,waves_at_beach,3,control-low-intensity,control-outdoor,0
66,86,unaltered,SprayCanShake_076dB,5,high-intensity-in-plot-5C-medium-otherwise,outdoor,1.5
66,87,reverb,cat_purring,1,control-low-intensity,control-outdoor,0
66,88,unaltered,WaterSplash_057dB,3,low-intensity,outdoor,1.5
66,89,reverb,HammerNail_097dB,2,high-intensity,either,1
66,90,unaltered,Stapler_075dB,5,high-intensity-in-plot-5C-medium-otherwise,indoor,1.5
66,91,unaltered,Blender_088dB,3,high-intensity,indoor,0
66,92,unaltered,CompressedAirSpray_095dB,4,high-intensity,either,1
66,93,reverb,blender,2,control-low-intensity,control-outdoor,0
66,94,unaltered,jackhammer,4,control-high-intensity,control-outdoor,0
66,95,unaltered,rubbing_hands,4,control-low-intensity,control-outdoor,0
66,96,unaltered,thunder,4,control-high-intensity,control-outdoor,0
66,97,unaltered,BicycleBell_092dB,4,high-intensity,outdoor,1
66,98,unaltered,cutting_with_scissors,4,control-low-intensity,control-outdoor,0
66,99,reverb,pig_snorting,2,control-low-intensity,control-outdoor,0
66,100,unaltered,train_whistle,4,control-high-intensity,control-outdoor,0
66,101,reverb,hair_dryer,4,control-low-intensity,control-indoor,0
66,102,reverb,rotary_telephone_dialer,3,control-low-intensity,control-indoor,0
66,103,reverb,CoinDrop_065dB,3,medium-intensity,either,1
66,104,unaltered,race_car_passing_by,2,control-high-intensity,control-outdoor,0
66,105,unaltered,bus,5,control-low-intensity,control-outdoor,0
66,106,unaltered,kettle_whistling,3,control-low-intensity,control-indoor,0
66,107,unaltered,NailsFromBox_069dB,3,medium-intensity,either,1.5
66,108,reverb,DroppingStones_092dB,5,high-intensity,outdoor,1
66,109,unaltered,car_skidding,3,control-low-intensity,control-outdoor,0
66,110,reverb,wolf_howling,3,control-low-intensity,control-outdoor,0
66,111,unaltered,ClankingDishes_078dB,5,high-intensity-in-plot-5C-medium-otherwise,indoor,1.5
66,112,unaltered,electric_shaver,2,control-low-intensity,control-indoor,0
66,113,unaltered,Shovel_059dB,5,low-intensity,outdoor,1.5
66,114,unaltered,motorboat,3,control-high-intensity,control-outdoor,0
66,115,unaltered,writing_on_a_chalkboard,4,control-low-intensity,control-indoor,0
66,116,reverb,printing,3,control-low-intensity,control-indoor,0
66,117,unaltered,whispering,4,control-low-intensity,control-outdoor,0
67,1,unaltered,BicycleFreewheel_072dB,3,medium-intensity,outdoor,1
67,2,reverb,breathing,4,control-low-intensity,control-outdoor,0
67,3,reverb,rubbing_hands,3,control-low-intensity,control-outdoor,0
67,4,unaltered,spraying,3,control-low-intensity,control-outdoor,0
67,5,reverb,airplane_taking_off,1,control-high-intensity,control-outdoor,0
67,6,unaltered,pig_snorting,2,control-low-intensity,control-outdoor,0
67,7,unaltered,explosion,5,control-high-intensity,control-outdoor,0
67,8,reverb,motorboat,2,control-high-intensity,control-outdoor,0
67,9,unaltered,DroppingStones_092dB,4,high-intensity,outdoor,1
67,10,unaltered,hair_dryer,5,control-low-intensity,control-indoor,0
67,11,reverb,fire_alarm,4,control-high-intensity,control-outdoor,0
67,12,reverb,HammerMetal_112dB,1,high-intensity,either,1.5
67,13,reverb,race_car_passing_by,5,control-high-intensity,control-outdoor,0
67,14,reverb,electric_shaver,2,control-low-intensity,control-indoor,0
67,15,reverb,ChoppingVegetables_060dB,2,low-intensity,indoor,1.5
67,16,unaltered,RustlingBranch_052dB,5,low-intensity,outdoor,1.5
67,17,unaltered,CrumplingPaper_069dB,2,low-intensity-in-plot-5C-medium-otherwise,indoor,1.5
67,18,reverb,Shovel_059dB,3,low-intensity,outdoor,1.5
67,19,reverb,crowd_cheering,4,control-high-intensity,control-outdoor,0
67,20,unaltered,HammerNail_097dB,3,high-intensity,either,1
67,21,reverb,BiteChewApple_057dB,4,low-intensity,either,1.5
67,22,reverb,frog_croaking,2,control-low-intensity,control-outdoor,0
67,23,reverb,LeafBlower_114dB,3,high-intensity,outdoor,1.5
67,24,unaltered,boat_horn,2,control-low-intensity,control-outdoor,0
67,25,reverb,ElectricCanOpener_083dB,5,high-intensity,indoor,1.5
67,26,reverb,vegetable_peeler,3,control-low-intensity,control-outdoor,0
67,27,reverb,cuckoo_clock,5,control-low-intensity,control-indoor,0
67,28,reverb,BicycleBell_092dB,5,high-intensity,outdoor,1
67,29,reverb,flushing,2,control-low-intensity,control-indoor,0
67,30,reverb,Chainsaw_113dB,4,high-intensity,outdoor,1
67,31,reverb,Scissors_062dB,4,low-intensity,indoor,1.5
67,32,unaltered,SawingWood_081dB,4,medium-intensity,either,1.5
67,33,unaltered,car_crash,2,control-high-intensity,control-outdoor,0
67,34,unaltered,siren,3,control-high-intensity,control-outdoor,0
67,35,unaltered,car_idling,4,control-low-intensity,control-outdoor,0
67,36,reverb,owl_hooting,2,control-low-intensity,control-outdoor,0
67,37,reverb,shower,3,control-low-intensity,control-indoor,0
67,38,unaltered,cutting_with_scissors,3,control-low-intensity,control-outdoor,0
67,39,reverb,car_accelerating,3,control-low-intensity,control-outdoor,0
67,40,unaltered,SuitcaseRolling_052dB,3,low-intensity,either,1.5
67,41,reverb,FootsepsInPebbles_69dB,1,medium-intensity,outdoor,0
67,42,unaltered,writing_on_paper,3,control-low-intensity,control-outdoor,0
67,43,unaltered,computer_startup_sound,2,control-low-intensity,control-indoor,0
67,44,reverb,Zipper_058dB,4,low-intensity,either,1.5
67,45,unaltered,pool_balls_colliding,4,control-low-intensity,control-indoor,0
67,46,reverb,typing,5,control-low-intensity,control-outdoor,0
67,47,unaltered,heart_beat,4,control-low-intensity,control-outdoor,0
67,48,reverb,PepperGrinder_056dB,2,low-intensity,indoor,1
67,49,reverb,coloring,1,control-low-intensity,control-outdoor,0
67,50,unaltered,glass_shattering,4,control-low-intensity,control-outdoor,0
67,51,unaltered,kettle_whistling,4,control-low-intensity,control-indoor,0
67,52,unaltered,chainsaw_revving,4,control-high-intensity,control-outdoor,0
67,53,unaltered,fireworks,4,control-high-intensity,control-outdoor,0
67,54,unaltered,rotary_telephone_dialer,4,control-low-intensity,control-indoor,0
67,55,reverb,CoinDrop_065dB,2,medium-intensity,either,1
67,56,unaltered,printing,5,control-low-intensity,control-indoor,0
67,57,unaltered,wolf_howling,5,control-low-intensity,control-outdoor,0
67,58,reverb,bear,2,control-low-intensity,control-outdoor,0
67,59,reverb,train_whistle,2,control-high-intensity,control-outdoor,0
67,60,unaltered,PouringLiquid_059dB,2,low-intensity,either,1.5
67,61,reverb,finger_tapping,3,control-low-intensity,control-outdoor,0
67,62,unaltered,car_skidding,5,control-low-intensity,control-outdoor,0
67,63,reverb,CoffeeBeanGrinder_084dB,4,high-intensity,indoor,1
67,64,reverb,bowling_pins_falling,5,control-low-intensity,control-indoor,0
67,65,reverb,cash_register,2,control-low-intensity,control-indoor,0
67,66,reverb,grandfather_clock_chimes,4,control-low-intensity,control-indoor,0
67,67,unaltered,angry_shouting,3,control-low-intensity,control-outdoor,0
67,68,unaltered,scratching,5,control-low-intensity,control-outdoor,0
67,69,reverb,clock_ticking,4,control-low-intensity,control-indoor,0
67,70,reverb,Velcro_066dB,4,medium-intensity,either,0
67,71,reverb,whispering,4,control-low-intensity,control-outdoor,0
67,72,reverb,thunder,3,control-high-intensity,control-outdoor,0
67,73,reverb,Lawnmower_119dB,3,high-intensity,outdoor,0
67,74,reverb,bus,5,control-low-intensity,control-outdoor,0
67,75,unaltered,writing_on_a_chalkboard,3,control-low-intensity,control-indoor,0
67,76,reverb,HandsRubbing_059dB,2,low-intensity,either,0
67,77,unaltered,motorcycle_reving,4,control-high-intensity,control-outdoor,0
67,78,unaltered,WalkingLeaves_069dB,3,low-intensity-in-plot-5C-medium-otherwise,outdoor,1.5
67,79,unaltered,humming,5,control-low-intensity,control-outdoor,0
67,80,unaltered,horse_galloping,5,control-low-intensity,control-outdoor,0
67,81,reverb,NailsFromBox_069dB,2,medium-intensity,either,1.5
67,82,unaltered,CompressedAirSpray_095dB,4,high-intensity,either,1
67,83,unaltered,ClankingDishes_078dB,5,high-intensity-in-plot-5C-medium-otherwise,indoor,1.5
67,84,reverb,WaterSplash_057dB,3,low-intensity,outdoor,1.5
67,85,unaltered,GlassSmash_102dB,5,high-intensity,either,1.5
67,86,unaltered,Typing_042dB,3,low-intensity,indoor,0
67,87,unaltered,HairDryer_092dB,4,high-intensity,indoor,1.5
67,88,reverb,BoilingKettle_074dB,3,low-intensity-in-plot-5C-medium-otherwise,indoor,1
67,89,unaltered,SprayCanShake_076dB,5,high-intensity-in-plot-5C-medium-otherwise,outdoor,1.5
67,90,reverb,PeelingVegetables059dB,2,low-intensity,indoor,1.5
67,91,reverb,train_warning_bell,4,control-high-intensity,control-outdoor,0
67,92,unaltered,Hatchet_078dB,1,high-intensity-in-plot-5C-medium-otherwise,outdoor,0.5
67,93,reverb,Blender_088dB,1,high-intensity,indoor,0
67,94,reverb,scream,4,control-high-intensity,control-outdoor,0
67,95,reverb,train_passing_by,1,control-high-intensity,control-outdoor,0
67,96,unaltered,blender,3,control-low-intensity,control-outdoor,0
67,97,unaltered,bees_buzzing,2,control-low-intensity,control-outdoor,0
67,98,reverb,Vacuum_095dB,5,high-intensity,indoor,1.5
67,99,unaltered,drinking,4,control-low-intensity,control-outdoor,0
67,100,unaltered,waves_at_beach,4,control-low-intensity,control-outdoor,0
67,101,reverb,cat_purring,4,control-low-intensity,control-outdoor,0
67,102,unaltered,Ratchet_075dB,3,medium-intensity,either,1.5
67,103,reverb,dialup_internet,1,control-low-intensity,control-indoor,0
67,104,reverb,BranchTrimmer_053dB,3,low-intensity,outdoor,1.5
67,105,unaltered,Stapler_075dB,5,high-intensity-in-plot-5C-medium-otherwise,indoor,1.5
67,106,reverb,flag_flapping,3,control-low-intensity,control-outdoor,0
67,107,unaltered,jackhammer,5,control-high-intensity,control-outdoor,0
67,108,reverb,duck_quack,1,control-low-intensity,control-outdoor,0
67,109,reverb,dentist_drill,4,control-low-intensity,control-indoor,0
67,110,unaltered,busaccelerating,3,control-low-intensity,control-outdoor,0
67,111,reverb,cow_mooing,4,control-low-intensity,control-outdoor,0
67,112,reverb,FootstepsInSand_055dB,3,low-intensity,outdoor,1.5
67,113,reverb,ElectricShaver_072dB,5,medium-intensity,indoor,1.5
67,114,unaltered,slicing_bread,2,control-low-intensity,control-outdoor,0
67,115,unaltered,Drill_101dB,5,high-intensity,either,1.5
67,116,reverb,horse_neighing,5,control-low-intensity,control-outdoor,0
67,117,reverb,shuffling_cards,4,control-low-intensity,control-outdoor,0
68,1,unaltered,Velcro_066dB,5,medium-intensity,either,0
68,2,unaltered,BoilingKettle_074dB,4,low-intensity-in-plot-5C-medium-otherwise,indoor,1
68,3,reverb,Scissors_062dB,1,low-intensity,indoor,1.5
68,4,unaltered,HammerNail_097dB,3,high-intensity,either,1
68,5,reverb,busaccelerating,5,control-low-intensity,control-outdoor,0
68,6,unaltered,electric_shaver,1,control-low-intensity,control-indoor,0
68,7,reverb,BicycleBell_092dB,4,high-intensity,outdoor,1
68,8,unaltered,duck_quack,3,control-low-intensity,control-outdoor,0
68,9,unaltered,ElectricShaver_072dB,3,medium-intensity,indoor,1.5
68,10,reverb,DroppingStones_092dB,4,high-intensity,outdoor,1
68,11,unaltered,bowling_pins_falling,3,control-low-intensity,control-indoor,0
68,12,unaltered,blender,4,control-low-intensity,control-outdoor,0
68,13,reverb,cow_mooing,4,control-low-intensity,control-outdoor,0
68,14,reverb,breathing,3,control-low-intensity,control-outdoor,0
68,15,reverb,pig_snorting,3,control-low-intensity,control-outdoor,0
68,16,unaltered,siren,4,control-high-intensity,control-outdoor,0
68,17,unaltered,fire_alarm,2,control-high-intensity,control-outdoor,0
68,18,unaltered,PepperGrinder_056dB,5,low-intensity,indoor,1
68,19,unaltered,ChoppingVegetables_060dB,5,low-intensity,indoor,1.5
68,20,unaltered,HairDryer_092dB,2,high-intensity,indoor,1.5
68,21,unaltered,CrumplingPaper_069dB,5,low-intensity-in-plot-5C-medium-otherwise,indoor,1.5
68,22,reverb,bear,3,control-low-intensity,control-outdoor,0
68,23,unaltered,GlassSmash_102dB,2,high-intensity,either,1.5
68,24,reverb,RustlingBranch_052dB,2,low-intensity,outdoor,1.5
68,25,reverb,WalkingLeaves_069dB,2,low-intensity-in-plot-5C-medium-otherwise,outdoor,1.5
68,26,unaltered,race_car_passing_by,5,control-high-intensity,control-outdoor,0
68,27,reverb,HammerMetal_112dB,3,high-intensity,either,1.5
68,28,reverb,wolf_howling,2,control-low-intensity,control-outdoor,0
68,29,reverb,BranchTrimmer_053dB,3,low-intensity,outdoor,1.5
68,30,reverb,CoinDrop_065dB,2,medium-intensity,either,1
68,31,reverb,cutting_with_scissors,5,control-low-intensity,control-outdoor,0
68,32,unaltered,dentist_drill,5,control-low-intensity,control-indoor,0
68,33,reverb,cash_register,3,control-low-intensity,control-indoor,0
68,34,reverb,chainsaw_revving,4,control-high-intensity,control-outdoor,0
68,35,reverb,Stapler_075dB,4,high-intensity-in-plot-5C-medium-otherwise,indoor,1.5
68,36,reverb,coloring,4,control-low-intensity,control-outdoor,0
68,37,unaltered,cuckoo_clock,5,control-low-intensity,control-indoor,0
68,38,reverb,BiteChewApple_057dB,3,low-intensity,either,1.5
68,39,unaltered,owl_hooting,3,control-low-intensity,control-outdoor,0
68,40,reverb,computer_startup_sound,4,control-low-intensity,control-indoor,0
68,41,reverb,Shovel_059dB,2,low-intensity,outdoor,1.5
68,42,reverb,heart_beat,1,control-low-intensity,control-outdoor,0
68,43,unaltered,crowd_cheering,4,control-high-intensity,control-outdoor,0
68,44,reverb,drinking,4,control-low-intensity,control-outdoor,0
68,45,reverb,bus,3,control-low-intensity,control-outdoor,0
68,46,reverb,explosion,3,control-high-intensity,control-outdoor,0
68,47,reverb,CompressedAirSpray_095dB,2,high-intensity,either,1
68,48,reverb,bees_buzzing,4,control-low-intensity,control-outdoor,0
68,49,unaltered,rubbing_hands,3,control-low-intensity,control-outdoor,0
68,50,unaltered,slicing_bread,3,control-low-intensity,control-outdoor,0
68,51,reverb,PouringLiquid_059dB,4,low-intensity,either,1.5
68,52,unaltered,flushing,3,control-low-intensity,control-indoor,0
68,53,reverb,pool_balls_colliding,3,control-low-intensity,control-indoor,0
68,54,reverb,Lawnmower_119dB,4,high-intensity,outdoor,0
68,55,reverb,SuitcaseRolling_052dB,3,low-intensity,either,1.5
68,56,reverb,shuffling_cards,1,control-low-intensity,control-outdoor,0
68,57,unaltered,CoffeeBeanGrinder_084dB,4,high-intensity,indoor,1
68,58,unaltered,horse_neighing,2,control-low-intensity,control-outdoor,0
68,59,reverb,thunder,4,control-high-intensity,control-outdoor,0
68,60,unaltered,writing_on_a_chalkboard,4,control-low-intensity,control-indoor,0
68,61,unaltered,hair_dryer,5,control-low-intensity,control-indoor,0
68,62,unaltered,spraying,4,control-low-intensity,control-outdoor,0
68,63,reverb,NailsFromBox_069dB,2,medium-intensity,either,1.5
68,64,reverb,SprayCanShake_076dB,4,high-intensity-in-plot-5C-medium-otherwise,outdoor,1.5
68,65,reverb,car_idling,5,control-low-intensity,control-outdoor,0
68,66,reverb,Hatchet_078dB,2,high-intensity-in-plot-5C-medium-otherwise,outdoor,0.5
68,67,unaltered,Typing_042dB,3,low-intensity,indoor,0
68,68,reverb,FootstepsInSand_055dB,1,low-intensity,outdoor,1.5
68,69,unaltered,ElectricCanOpener_083dB,2,high-intensity,indoor,1.5
68,70,reverb,car_crash,3,control-high-intensity,control-outdoor,0
68,71,unaltered,Drill_101dB,5,high-intensity,either,1.5
68,72,reverb,car_skidding,3,control-low-intensity,control-outdoor,0
68,73,unaltered,angry_shouting,2,control-low-intensity,control-outdoor,0
68,74,reverb,motorboat,4,control-high-intensity,control-outdoor,0
68,75,unaltered,jackhammer,5,control-high-intensity,control-outdoor,0
68,76,unaltered,train_warning_bell,2,control-high-intensity,control-outdoor,0
68,77,reverb,Zipper_058dB,3,low-intensity,either,1.5
68,78,unaltered,Vacuum_095dB,5,high-intensity,indoor,1.5
68,79,unaltered,flag_flapping,3,control-low-intensity,control-outdoor,0
68,80,reverb,scratching,2,control-low-intensity,control-outdoor,0
68,81,reverb,HandsRubbing_059dB,5,low-intensity,either,0
68,82,unaltered,FootsepsInPebbles_69dB,5,medium-intensity,outdoor,0
68,83,reverb,Chainsaw_113dB,2,high-intensity,outdoor,1
68,84,reverb,scream,3,control-high-intensity,control-outdoor,0
68,85,unaltered,airplane_taking_off,5,control-high-intensity,control-outdoor,0
68,86,unaltered,cat_purring,4,control-low-intensity,control-outdoor,0
68,87,unaltered,motorcycle_reving,2,control-high-intensity,control-outdoor,0
68,88,unaltered,rotary_telephone_dialer,4,control-low-intensity,control-indoor,0
68,89,unaltered,glass_shattering,5,control-low-intensity,control-outdoor,0
68,90,unaltered,dialup_internet,1,control-low-intensity,control-indoor,0
68,91,unaltered,waves_at_beach,3,control-low-intensity,control-outdoor,0
68,92,reverb,Blender_088dB,3,high-intensity,indoor,0
68,93,reverb,horse_galloping,4,control-low-intensity,control-outdoor,0
68,94,reverb,train_whistle,3,control-high-intensity,control-outdoor,0
68,95,reverb,frog_croaking,5,control-low-intensity,control-outdoor,0
68,96,unaltered,ClankingDishes_078dB,3,high-intensity-in-plot-5C-medium-otherwise,indoor,1.5
68,97,unaltered,finger_tapping,2,control-low-intensity,control-outdoor,0
68,98,unaltered,whispering,2,control-low-intensity,control-outdoor,0
68,99,reverb,SawingWood_081dB,5,medium-intensity,either,1.5
68,100,reverb,BicycleFreewheel_072dB,3,medium-intensity,outdoor,1
68,101,unaltered,writing_on_paper,3,control-low-intensity,control-outdoor,0
68,102,reverb,LeafBlower_114dB,3,high-intensity,outdoor,1.5
68,103,unaltered,train_passing_by,3,control-high-intensity,control-outdoor,0
68,104,reverb,WaterSplash_057dB,3,low-intensity,outdoor,1.5
68,105,reverb,typing,4,control-low-intensity,control-outdoor,0
68,106,reverb,clock_ticking,1,control-low-intensity,control-indoor,0
68,107,reverb,Ratchet_075dB,3,medium-intensity,either,1.5
68,108,unaltered,grandfather_clock_chimes,3,control-low-intensity,control-indoor,0
68,109,unaltered,vegetable_peeler,5,control-low-intensity,control-outdoor,0
68,110,unaltered,PeelingVegetables059dB,5,low-intensity,indoor,1.5
68,111,unaltered,car_accelerating,3,control-low-intensity,control-outdoor,0
68,112,reverb,boat_horn,2,control-low-intensity,control-outdoor,0
68,113,reverb,humming,3,control-low-intensity,control-outdoor,0
