listener,listener_trial,reverb_condition,sound_heard,natural_rating,typical_source_intensity,typical_source_location,distance_matched_subset
1,113,reverb,train_passing_by,1,high-intensity,outdoor,0
1,114,reverb,bowling_pins_falling,4,high-intensity,indoor,0
1,115,reverb,bells_jingling,5,low-intensity,outdoor,0
1,116,unaltered,school_bell,3,high-intensity,outdoor,0
1,117,reverb,whispering,4,low-intensity,outdoor,0
1,118,unaltered,cutting_with_scissors,5,low-intensity,outdoor,0
1,119,unaltered,breathing,4,low-intensity,outdoor,NaN
1,120,unaltered,seal,5,low-intensity,outdoor,0
1,121,reverb,gavel,3,low-intensity,indoor,0
1,122,unaltered,pouring_water_out_of_bottle,1,low-intensity,outdoor,0
1,123,reverb,clock_ticking,2,low-intensity,indoor,0
1,124,unaltered,crowd_laughing,4,high-intensity,outdoor,NaN
1,125,unaltered,shuffling_cards,3,low-intensity,outdoor,0
1,126,reverb,drinking,4,low-intensity,outdoor,0
1,127,unaltered,scratching,5,low-intensity,outdoor,0
1,128,unaltered,cash_register,2,low-intensity,indoor,0
1,129,unaltered,boat_horn,3,high-intensity,outdoor,0
1,130,unaltered,bees_buzzing,3,low-intensity,outdoor,0
1,131,reverb,running_on_gravel,3,low-intensity,outdoor,0
1,132,reverb,dog_drinking,5,low-intensity,outdoor,0
1,133,unaltered,water_splashing,4,low-intensity,outdoor,1.5
1,134,reverb,toothbrushing,2,low-intensity,indoor,0
1,135,reverb,flushing,2,low-intensity,indoor,0
1,136,unaltered,sliding_door,3,low-intensity,outdoor,0
1,137,unaltered,typing,3,low-intensity,indoor,0
1,138,reverb,vacuum,2,high-intensity,indoor,1.5
1,139,reverb,running,3,low-intensity,outdoor,0
1,140,unaltered,ballooninflating,3,low-intensity,outdoor,0
1,141,unaltered,frog_croaking,5,low-intensity,outdoor,1.5
1,142,reverb,suitcase_rolling,4,low-intensity,outdoor,0
1,143,reverb,computer_startup_sound,4,low-intensity,indoor,0
1,144,unaltered,vegetable_peeler,4,low-intensity,indoor,0
1,145,unaltered,car_skidding,2,high-intensity,outdoor,0
1,146,unaltered,pool_balls_colliding,5,low-intensity,indoor,0
1,147,unaltered,coin_dropping,3,low-intensity,outdoor,0
1,148,reverb,frying,5,low-intensity,indoor,0
1,149,unaltered,glass_shattering,2,high-intensity,outdoor,NaN
1,150,unaltered,rocking_chair,1,low-intensity,outdoor,0
1,151,reverb,bicycling,2,low-intensity,outdoor,0
1,152,reverb,printing,5,low-intensity,indoor,0
1,153,unaltered,gargling,5,low-intensity,indoor,1.5
1,154,reverb,popcorn,5,low-intensity,indoor,0
1,155,reverb,chopping_food,2,low-intensity,indoor,0
1,156,reverb,lawn_mower,5,high-intensity,outdoor,0
1,157,reverb,doorbell,4,high-intensity,outdoor,1.5
1,158,reverb,sheep,2,low-intensity,outdoor,1.5
1,159,unaltered,bike_bell,4,low-intensity,outdoor,1.5
1,160,unaltered,thunder,5,high-intensity,outdoor,0
1,161,unaltered,sharpening_knives,4,low-intensity,indoor,0
1,162,unaltered,rain,4,low-intensity,outdoor,1.5
1,163,unaltered,fire_alarm,3,high-intensity,outdoor,NaN
1,164,reverb,water_dripping,4,low-intensity,outdoor,0
1,165,unaltered,hammering,2,low-intensity,outdoor,0
1,166,reverb,background_speech,3,high-intensity,outdoor,0
1,167,reverb,marching,3,low-intensity,outdoor,1.5
1,168,reverb,airplane_taking_off,4,high-intensity,outdoor,0
1,169,unaltered,horse_neighing,4,low-intensity,outdoor,NaN
1,170,unaltered,fireworks,3,high-intensity,outdoor,0
1,171,reverb,helicopter,4,high-intensity,outdoor,0
1,172,reverb,wings_flapping,1,low-intensity,outdoor,0
1,173,unaltered,camera_snapping_photos,4,low-intensity,outdoor,0
1,174,unaltered,telephone_dialing,3,low-intensity,indoor,0
1,175,reverb,cicadas,3,low-intensity,outdoor,NaN
1,176,reverb,dog_barking,2,high-intensity,outdoor,0
1,177,unaltered,jumping_rope,4,low-intensity,outdoor,1.5
1,178,unaltered,seagulls,1,low-intensity,outdoor,0
1,179,unaltered,zipper,4,low-intensity,outdoor,0
1,180,unaltered,car_accelerating,3,low-intensity,outdoor,0
1,181,reverb,humming,5,low-intensity,outdoor,0
1,182,reverb,truck_beeping_while_backing_up,5,low-intensity,outdoor,0
1,183,reverb,writing_on_a_chalkboard,4,low-intensity,indoor,0
1,184,reverb,elevator_door,5,low-intensity,indoor,1.5
1,185,reverb,basketball_dribbling,4,low-intensity,outdoor,0
1,186,reverb,pinball_machine_sounds,2,high-intensity,indoor,0
1,187,reverb,bicycle_skidding,1,low-intensity,outdoor,0
1,188,reverb,applause,3,high-intensity,outdoor,NaN
1,189,reverb,angry_shouting,2,high-intensity,outdoor,0
1,190,unaltered,laughing,2,high-intensity,outdoor,1.5
1,191,unaltered,cellphone_vibrating,4,low-intensity,outdoor,0
1,192,unaltered,velcro,5,low-intensity,outdoor,0
2,1,reverb,rooster,2,low-intensity,outdoor,0
2,2,unaltered,walking_on_gravel,5,low-intensity,outdoor,1.5
2,3,unaltered,flag_flapping,4,low-intensity,outdoor,0
2,4,reverb,pouring_water_out_of_bottle,2,low-intensity,outdoor,0
2,5,reverb,vegetable_peeler,3,low-intensity,indoor,0
2,6,unaltered,gunfire,4,high-intensity,outdoor,0
2,7,reverb,door_knocking,4,low-intensity,outdoor,0
2,8,unaltered,bulldozer,4,high-intensity,outdoor,0
2,9,reverb,dog_barking,4,high-intensity,outdoor,0
2,10,unaltered,cicadas,4,low-intensity,outdoor,NaN
2,11,reverb,water_splashing,3,low-intensity,outdoor,1.5
2,12,unaltered,zipper,3,low-intensity,outdoor,0
2,13,reverb,school_bell,4,high-intensity,outdoor,0
2,14,unaltered,swimming,5,low-intensity,outdoor,0
2,15,reverb,humming,4,low-intensity,outdoor,0
2,16,reverb,rattlesnake,3,low-intensity,outdoor,1.5
2,17,unaltered,cuckoo_clock,5,low-intensity,indoor,1.5
2,18,reverb,flushing,3,low-intensity,indoor,0
2,19,unaltered,computer_startup_sound,5,low-intensity,indoor,0
2,20,reverb,coffee_machine,3,low-intensity,indoor,1.5
2,21,reverb,fireworks,2,high-intensity,outdoor,0
2,22,reverb,sawing,4,low-intensity,outdoor,0
2,23,unaltered,motorboat,2,high-intensity,outdoor,0
2,24,unaltered,grunting_and_groaning,4,low-intensity,outdoor,1.5
2,25,reverb,walking_on_hard_surface,3,low-intensity,outdoor,0
2,26,reverb,pool_balls_colliding,5,low-intensity,indoor,0
2,27,unaltered,monkey_scream,3,high-intensity,outdoor,0
2,28,reverb,seal,5,low-intensity,outdoor,0
2,29,reverb,thunder,5,high-intensity,outdoor,0
2,30,reverb,songbird,3,low-intensity,outdoor,0
2,31,reverb,scratching,4,low-intensity,outdoor,0
2,32,unaltered,walking_on_leaves,4,low-intensity,outdoor,1.5
2,33,reverb,dialup_internet,4,low-intensity,indoor,0
2,34,reverb,shoveling,3,low-intensity,outdoor,1.5
2,35,reverb,wind,3,low-intensity,outdoor,0
2,36,reverb,chainsaw_revving,5,high-intensity,outdoor,0
2,37,unaltered,stream,5,low-intensity,outdoor,1.5
2,38,unaltered,whispering,4,low-intensity,outdoor,0
2,39,reverb,siren,4,high-intensity,outdoor,0
2,40,unaltered,marching,5,low-intensity,outdoor,1.5
2,41,reverb,glass_shattering,3,high-intensity,outdoor,NaN
2,42,reverb,truck_beeping_while_backing_up,5,low-intensity,outdoor,0
2,43,reverb,applause,3,high-intensity,outdoor,NaN
2,44,reverb,electric_shaver,4,low-intensity,indoor,0
2,45,reverb,drinking,1,low-intensity,outdoor,0
2,46,reverb,keys_jingling,2,low-intensity,outdoor,0
2,47,reverb,cutting_with_scissors,1,low-intensity,outdoor,0
2,48,unaltered,crickets,5,low-intensity,outdoor,0
2,49,reverb,shuffling_cards,4,low-intensity,outdoor,0
2,50,unaltered,blowing_on_bottle,3,low-intensity,outdoor,0
2,51,unaltered,jackhammer,3,high-intensity,outdoor,0
2,52,reverb,train_passing_by,1,high-intensity,outdoor,0
2,53,reverb,tearing,1,low-intensity,outdoor,0
2,54,reverb,bowling_pins_falling,3,high-intensity,indoor,0
2,55,unaltered,walking_with_heels,4,low-intensity,outdoor,NaN
2,56,unaltered,car_skidding,5,high-intensity,outdoor,0
2,57,unaltered,coin_in_vending_machine,2,low-intensity,outdoor,0
2,58,reverb,road_traffic,4,high-intensity,outdoor,0
2,59,unaltered,lion_growl_and_roar,5,high-intensity,outdoor,0
2,60,unaltered,scream,3,high-intensity,outdoor,0
2,61,unaltered,bike_bell,4,low-intensity,outdoor,1.5
2,62,reverb,duck_quack,5,low-intensity,outdoor,0
2,63,reverb,velcro,3,low-intensity,outdoor,0
2,64,unaltered,running_up_stairs,2,low-intensity,outdoor,NaN
2,65,reverb,chair_rolling,1,low-intensity,indoor,1.5
2,66,unaltered,running_on_gravel,5,low-intensity,outdoor,0
2,67,unaltered,turkey_gobble,5,low-intensity,outdoor,0
2,68,reverb,dog_drinking,4,low-intensity,outdoor,0
2,69,unaltered,rocking_chair,5,low-intensity,outdoor,0
2,70,unaltered,laughing,4,high-intensity,outdoor,1.5
2,71,reverb,clock_ticking,2,low-intensity,indoor,0
2,72,unaltered,rotary_telephone_dialer,5,low-intensity,indoor,0
2,73,reverb,hair_dryer,3,low-intensity,indoor,1.5
2,74,reverb,train_whistle,3,high-intensity,outdoor,0
2,75,unaltered,grating_food,4,low-intensity,indoor,1.5
2,76,unaltered,bicycle_skidding,3,low-intensity,outdoor,0
2,77,reverb,fire,3,low-intensity,outdoor,1.5
2,78,reverb,bus,3,low-intensity,outdoor,0
2,79,reverb,gargling,3,low-intensity,indoor,1.5
2,80,unaltered,doorbell,4,high-intensity,outdoor,1.5
2,81,reverb,rain,1,low-intensity,outdoor,1.5
2,82,unaltered,ping_pong,5,low-intensity,indoor,1.5
2,83,reverb,bear,4,low-intensity,outdoor,0
2,84,reverb,bus_decelerating,4,low-intensity,outdoor,1.5
2,85,unaltered,car_idling,3,low-intensity,outdoor,0
2,86,reverb,camera_snapping_photos,5,low-intensity,outdoor,0
2,87,unaltered,grandfather_clock_chimes,5,low-intensity,indoor,0
2,88,unaltered,spray_can_shaking,2,low-intensity,outdoor,NaN
2,89,reverb,crowd_laughing,4,high-intensity,outdoor,NaN
2,90,reverb,kettle_whistling,5,low-intensity,indoor,0
2,91,unaltered,geese,5,low-intensity,outdoor,0
2,92,reverb,cash_register,4,low-intensity,indoor,0
2,93,unaltered,biting_and_chewing,4,low-intensity,outdoor,0
2,94,reverb,chimes_in_the_wind,5,low-intensity,outdoor,0
2,95,reverb,running_water,1,low-intensity,outdoor,0
2,96,reverb,coughing,2,low-intensity,outdoor,1.5
2,97,reverb,elevator_door,2,low-intensity,indoor,1.5
2,98,reverb,blender,4,high-intensity,indoor,1.5
2,99,unaltered,car_crash,3,high-intensity,outdoor,0
2,100,reverb,dog_panting,1,low-intensity,outdoor,NaN
2,101,unaltered,slicing_bread,3,low-intensity,indoor,1.5
2,102,reverb,bees_buzzing,3,low-intensity,outdoor,0
2,103,unaltered,shower,4,low-intensity,indoor,1.5
2,104,unaltered,motorcycle_reving,2,high-intensity,outdoor,0
2,105,reverb,cat_purring,2,low-intensity,outdoor,0
2,106,unaltered,crying,5,high-intensity,outdoor,1.5
2,107,reverb,newspaper_rustling,3,low-intensity,outdoor,0
2,108,reverb,sheep,2,low-intensity,outdoor,1.5
2,109,unaltered,jumping_rope,3,low-intensity,outdoor,1.5
2,110,reverb,horse_galloping,3,low-intensity,outdoor,0
2,111,unaltered,bells_jingling,4,low-intensity,outdoor,0
2,112,unaltered,airplane_taking_off,4,high-intensity,outdoor,0
2,113,reverb,crow,5,low-intensity,outdoor,NaN
2,114,reverb,basketball_dribbling,3,low-intensity,outdoor,0
2,115,unaltered,car_engine_starting,5,low-intensity,outdoor,0
2,116,unaltered,airconditioner,3,low-intensity,indoor,0
2,117,unaltered,hammering,3,low-intensity,outdoor,0
2,118,reverb,water_dripping,5,low-intensity,outdoor,0
2,119,reverb,printing,5,low-intensity,indoor,0
2,120,reverb,whistle,4,high-intensity,outdoor,NaN
2,121,unaltered,dentist_drill,5,high-intensity,indoor,1.5
2,122,unaltered,writing_on_paper,1,low-intensity,indoor,0
2,123,unaltered,film_reel_turning,5,low-intensity,indoor,0
2,124,reverb,dishes_clanking,2,low-intensity,indoor,1.5
2,125,unaltered,suitcase_rolling,5,low-intensity,outdoor,0
2,126,reverb,horse_neighing,4,low-intensity,outdoor,NaN
2,127,unaltered,coloring,2,low-intensity,outdoor,0
2,128,unaltered,writing_on_a_chalkboard,5,low-intensity,indoor,0
2,129,reverb,spraying,5,low-intensity,outdoor,0
2,130,reverb,frying,5,low-intensity,indoor,0
2,131,unaltered,puppy_whining,4,low-intensity,outdoor,0
2,132,unaltered,blacksmith_hammering,2,high-intensity,outdoor,0
2,133,unaltered,car_power_windows,4,low-intensity,outdoor,0
2,134,reverb,tennis_volley,3,low-intensity,outdoor,0
2,135,unaltered,telephone_dialing,4,low-intensity,indoor,0
2,136,reverb,wings_flapping,4,low-intensity,outdoor,0
2,137,reverb,crumpling_paper,5,low-intensity,outdoor,0
2,138,reverb,wolf_howling,3,low-intensity,outdoor,0
2,139,reverb,ratchet,2,low-intensity,outdoor,NaN
2,140,reverb,squeaky_toy,5,low-intensity,outdoor,0
2,141,unaltered,car_accelerating,4,low-intensity,outdoor,0
2,142,unaltered,running,3,low-intensity,outdoor,0
2,143,unaltered,owl_hooting,5,low-intensity,outdoor,0
2,144,reverb,train_warning_bell,3,high-intensity,outdoor,NaN
2,145,unaltered,pig_snorting,4,low-intensity,outdoor,1.5
2,146,reverb,crowd_cheering,4,high-intensity,outdoor,0
2,147,reverb,frog_croaking,4,low-intensity,outdoor,1.5
2,148,reverb,electric_hand_drill,4,high-intensity,outdoor,0
2,149,reverb,radio_or_tv_static,2,low-intensity,indoor,0
2,150,reverb,busaccelerating,4,low-intensity,outdoor,0
2,151,unaltered,gong,5,high-intensity,outdoor,0
2,152,unaltered,chopping_food,4,low-intensity,indoor,0
2,153,unaltered,chicken_clucking,4,low-intensity,outdoor,0
2,154,reverb,helicopter,2,high-intensity,outdoor,0
2,155,reverb,waves_at_beach,4,low-intensity,outdoor,0
2,156,reverb,explosion,3,high-intensity,outdoor,0
2,157,reverb,truck,3,high-intensity,outdoor,0
2,158,reverb,angry_shouting,4,high-intensity,outdoor,0
2,159,reverb,seagulls,5,low-intensity,outdoor,0
2,160,unaltered,church_bells,5,high-intensity,outdoor,0
2,161,unaltered,fire_alarm,5,high-intensity,outdoor,NaN
2,162,reverb,breathing,4,low-intensity,outdoor,NaN
2,163,reverb,boat_horn,5,high-intensity,outdoor,0
2,164,reverb,finger_tapping,4,low-intensity,outdoor,1.5
2,165,unaltered,airhockey,2,low-intensity,indoor,0
2,166,unaltered,background_speech,2,high-intensity,outdoor,0
2,167,unaltered,cellphone_vibrating,5,low-intensity,outdoor,0
2,168,reverb,race_car_passing_by,5,high-intensity,outdoor,0
2,169,reverb,reception_desk_bell,4,low-intensity,indoor,0
2,170,unaltered,lawn_mower,4,high-intensity,outdoor,0
2,171,reverb,heart_beat,4,low-intensity,outdoor,0
2,172,unaltered,sharpening_knives,5,low-intensity,indoor,0
2,173,unaltered,hawk,2,low-intensity,outdoor,0
2,174,reverb,balloondeflating,4,low-intensity,outdoor,0
2,175,unaltered,pouring_liquid,5,low-intensity,outdoor,0
2,176,unaltered,pepper_grinder,2,low-intensity,indoor,0
2,177,unaltered,ballooninflating,3,low-intensity,outdoor,0
2,178,unaltered,toothbrushing,4,low-intensity,indoor,0
2,179,reverb,typing,4,low-intensity,indoor,0
2,180,unaltered,winding_up_a_device,3,low-intensity,outdoor,0
2,181,reverb,dial_tone,5,low-intensity,indoor,1.5
2,182,unaltered,rubbing_hands,5,low-intensity,outdoor,0
2,183,unaltered,boiling_water,3,low-intensity,indoor,0
2,184,unaltered,sliding_door,2,low-intensity,outdoor,0
2,185,reverb,gavel,4,low-intensity,indoor,0
2,186,unaltered,bicycling,4,low-intensity,outdoor,0
2,187,unaltered,coin_dropping,4,low-intensity,outdoor,0
2,188,unaltered,popcorn,5,low-intensity,indoor,0
2,189,reverb,microwave_running,1,low-intensity,indoor,0
2,190,reverb,vacuum,5,high-intensity,indoor,1.5
2,191,unaltered,pinball_machine_sounds,5,high-intensity,indoor,0
2,192,reverb,cow_mooing,2,low-intensity,outdoor,1.5
3,1,reverb,running,4,low-intensity,outdoor,0
3,2,reverb,chicken_clucking,5,low-intensity,outdoor,0
3,3,unaltered,fireworks,3,high-intensity,outdoor,0
3,4,unaltered,pig_snorting,4,low-intensity,outdoor,1.5
3,5,unaltered,bicycle_skidding,5,low-intensity,outdoor,0
3,6,reverb,popcorn,3,low-intensity,indoor,0
3,7,reverb,airhockey,4,low-intensity,indoor,0
3,8,unaltered,horse_galloping,4,low-intensity,outdoor,0
3,9,unaltered,car_idling,5,low-intensity,outdoor,0
3,10,reverb,walking_on_leaves,3,low-intensity,outdoor,1.5
3,11,reverb,fire_alarm,5,high-intensity,outdoor,NaN
3,12,reverb,breathing,3,low-intensity,outdoor,NaN
3,13,reverb,walking_on_hard_surface,3,low-intensity,outdoor,0
3,14,reverb,waves_at_beach,1,low-intensity,outdoor,0
3,15,reverb,squeaky_toy,4,low-intensity,outdoor,0
3,16,unaltered,airplane_taking_off,3,high-intensity,outdoor,0
3,17,reverb,fire,1,low-intensity,outdoor,1.5
3,18,unaltered,boat_horn,4,high-intensity,outdoor,0
3,19,reverb,grating_food,5,low-intensity,indoor,1.5
3,20,reverb,cow_mooing,5,low-intensity,outdoor,1.5
3,21,unaltered,ratchet,4,low-intensity,outdoor,NaN
3,22,unaltered,computer_startup_sound,5,low-intensity,indoor,0
3,23,reverb,wolf_howling,5,low-intensity,outdoor,0
3,24,unaltered,bulldozer,5,high-intensity,outdoor,0
3,25,reverb,flushing,3,low-intensity,indoor,0
3,26,reverb,sharpening_knives,5,low-intensity,indoor,0
3,27,reverb,coloring,5,low-intensity,outdoor,0
3,28,reverb,road_traffic,3,high-intensity,outdoor,0
3,29,unaltered,rocking_chair,5,low-intensity,outdoor,0
3,30,reverb,zipper,5,low-intensity,outdoor,0
3,31,unaltered,swimming,4,low-intensity,outdoor,0
3,32,unaltered,running_on_gravel,4,low-intensity,outdoor,0
3,33,unaltered,suitcase_rolling,2,low-intensity,outdoor,0
3,34,unaltered,rain,5,low-intensity,outdoor,1.5
3,35,unaltered,hammering,3,low-intensity,outdoor,0
3,36,reverb,chair_rolling,5,low-intensity,indoor,1.5
3,37,reverb,walking_on_gravel,4,low-intensity,outdoor,1.5
3,38,reverb,coin_in_vending_machine,4,low-intensity,outdoor,0
3,39,reverb,ballooninflating,2,low-intensity,outdoor,0
3,40,reverb,flag_flapping,3,low-intensity,outdoor,0
3,41,unaltered,turkey_gobble,5,low-intensity,outdoor,0
3,42,reverb,pinball_machine_sounds,5,high-intensity,indoor,0
3,43,reverb,coffee_machine,5,low-intensity,indoor,1.5
3,44,reverb,running_up_stairs,4,low-intensity,outdoor,NaN
3,45,reverb,elevator_door,4,low-intensity,indoor,1.5
3,46,reverb,duck_quack,3,low-intensity,outdoor,0
3,47,unaltered,siren,3,high-intensity,outdoor,0
3,48,reverb,pool_balls_colliding,1,low-intensity,indoor,0
3,49,reverb,tearing,1,low-intensity,outdoor,0
3,50,reverb,crowd_cheering,2,high-intensity,outdoor,0
3,51,reverb,door_knocking,2,low-intensity,outdoor,0
3,52,reverb,balloondeflating,4,low-intensity,outdoor,0
3,53,unaltered,church_bells,4,high-intensity,outdoor,0
3,54,reverb,grunting_and_groaning,3,low-intensity,outdoor,1.5
3,55,unaltered,whispering,5,low-intensity,outdoor,0
3,56,unaltered,puppy_whining,2,low-intensity,outdoor,0
3,57,reverb,dial_tone,5,low-intensity,indoor,1.5
3,58,unaltered,tennis_volley,5,low-intensity,outdoor,0
3,59,reverb,finger_tapping,3,low-intensity,outdoor,1.5
3,60,unaltered,newspaper_rustling,4,low-intensity,outdoor,0
3,61,unaltered,helicopter,4,high-intensity,outdoor,0
3,62,reverb,cuckoo_clock,5,low-intensity,indoor,1.5
3,63,reverb,scratching,2,low-intensity,outdoor,0
3,64,unaltered,truck_beeping_while_backing_up,1,low-intensity,outdoor,0
3,65,unaltered,cat_purring,5,low-intensity,outdoor,0
3,66,unaltered,bells_jingling,5,low-intensity,outdoor,0
3,67,reverb,crow,5,low-intensity,outdoor,NaN
3,68,unaltered,spray_can_shaking,4,low-intensity,outdoor,NaN
3,69,reverb,airconditioner,3,low-intensity,indoor,0
3,70,unaltered,walking_with_heels,3,low-intensity,outdoor,NaN
3,71,unaltered,gargling,4,low-intensity,indoor,1.5
3,72,reverb,dog_barking,2,high-intensity,outdoor,0
3,73,reverb,vegetable_peeler,3,low-intensity,indoor,0
3,74,reverb,rooster,4,low-intensity,outdoor,0
