listener,listener_trial,reverb_condition,sound_heard,distance_rating,typical_source_intensity
44,43,unaltered,FootsepsInPebble,1,medium-intensity
44,44,reverb,printing,6,control-low-intensity
44,45,unaltered,frog_croaking,4,control-low-intensity
44,46,reverb,scream,5,control-high-intensity
44,47,reverb,cow_mooing,5,control-low-intensity
44,48,reverb,bear,8,control-low-intensity
44,49,reverb,BiteChewApple,5,low-intensity
44,50,unaltered,glass_shattering,6,control-low-intensity
44,51,unaltered,duck_quack,5,control-low-intensity
44,52,reverb,train_whistle,4,control-high-intensity
44,53,reverb,slicing_bread,1,control-low-intensity
44,54,unaltered,BicycleBell,8,high-intensity
44,55,reverb,GlassSmash,8,high-intensity
44,56,reverb,LeafBlower,4,high-intensity
44,57,reverb,dentist_drill,5,control-low-intensity
44,58,unaltered,motorboat,6,control-high-intensity
44,59,reverb,electric_shaver,5,control-low-intensity
44,60,reverb,horse_galloping,5,control-low-intensity
44,61,reverb,crowd_cheering,7,control-high-intensity
44,62,unaltered,thunder,9,control-high-intensity
44,63,reverb,airplane_taking_off,7,control-high-intensity
44,64,reverb,BranchTrimmer,6,low-intensity
44,65,unaltered,PouringLiquid,5,low-intensity
44,66,reverb,HairDryer,5,high-intensity
44,67,reverb,Stapler,6,medium-intensity
44,68,reverb,fireworks,8,control-high-intensity
44,69,reverb,SawingWood,2,medium-intensity
44,70,reverb,cutting_with_scissors,5,control-low-intensity
44,71,unaltered,PeelingVegetable,6,low-intensity
44,72,unaltered,DroppingStones,5,high-intensity
44,73,unaltered,kettle_whistling,4,control-low-intensity
44,74,reverb,hair_dryer,7,control-low-intensity
44,75,unaltered,coloring,7,control-low-intensity
44,76,unaltered,spraying,1,control-low-intensity
44,77,unaltered,flushing,6,control-low-intensity
44,78,reverb,WalkingLeaves,4,medium-intensity
44,79,reverb,cat_purring,7,control-low-intensity
44,80,unaltered,clock_ticking,4,control-low-intensity
44,81,unaltered,blender,4,control-low-intensity
44,82,unaltered,Vacuum,5,high-intensity
44,83,reverb,bees_buzzing,6,control-low-intensity
44,84,reverb,breathing,4,control-low-intensity
44,85,reverb,shower,7,control-low-intensity
44,86,unaltered,jackhammer,2,control-high-intensity
44,87,reverb,ElectricShaver,5,medium-intensity
44,88,reverb,explosion,8,control-high-intensity
44,89,reverb,SprayCanShake,4,medium-intensity
44,90,reverb,train_passing_by,7,control-high-intensity
44,91,unaltered,busaccelerating,5,control-low-intensity
44,92,unaltered,humming,5,control-low-intensity
44,93,reverb,BicycleFreewheel,6,medium-intensity
44,94,unaltered,car_skidding,6,control-low-intensity
44,95,reverb,bowling_pins_falling,5,control-low-intensity
44,96,unaltered,pig_snorting,4,control-low-intensity
44,97,reverb,Ratchet,5,medium-intensity
44,98,reverb,Velcro,4,medium-intensity
44,99,reverb,NailsFromBox,2,medium-intensity
44,100,unaltered,Blender,7,high-intensity
44,101,unaltered,grandfather_clock_chimes,2,control-low-intensity
44,102,reverb,HammerMetal,4,high-intensity
44,103,unaltered,Shovel,4,low-intensity
44,104,unaltered,rotary_telephone_dialer,1,control-low-intensity
44,105,unaltered,chainsaw_revving,5,control-high-intensity
44,106,unaltered,bus,6,control-low-intensity
44,107,reverb,Drill,6,high-intensity
44,108,unaltered,dialup_internet,5,control-low-intensity
44,109,reverb,race_car_passing_by,5,control-high-intensity
44,110,reverb,Scissors,5,low-intensity
44,111,reverb,Typing,4,low-intensity
44,112,reverb,car_idling,5,control-low-intensity
44,113,unaltered,car_crash,6,control-high-intensity
44,114,unaltered,heart_beat,4,control-low-intensity
44,115,unaltered,Chainsaw,6,high-intensity
44,116,unaltered,CrumplingPaper,2,medium-intensity
45,1,reverb,ChoppingVegetables,6,low-intensity
45,2,reverb,blender,5,control-low-intensity
45,3,reverb,boat_horn,6,control-low-intensity
45,4,reverb,whispering,5,control-low-intensity
45,5,unaltered,fireworks,9,control-high-intensity
45,6,unaltered,motorcycle_reving,4,control-high-intensity
45,7,unaltered,scratching,2,control-low-intensity
45,8,unaltered,chainsaw_revving,2,control-high-intensity
45,9,reverb,frog_croaking,5,control-low-intensity
45,10,reverb,shuffling_cards,8,control-low-intensity
45,11,unaltered,ElectricCanOpener,4,high-intensity
45,12,unaltered,angry_shouting,5,control-low-intensity
45,13,unaltered,crowd_cheering,6,control-high-intensity
45,14,reverb,SuitcaseRolling,9,low-intensity
45,15,unaltered,grandfather_clock_chimes,4,control-low-intensity
45,16,unaltered,Scissors,7,low-intensity
45,17,reverb,CoinDrop,5,medium-intensity
45,18,reverb,Hatchet,5,medium-intensity
45,19,reverb,BicycleFreewheel,7,medium-intensity
45,20,unaltered,Vacuum,9,high-intensity
45,21,unaltered,thunder,8,control-high-intensity
45,22,reverb,Stapler,4,medium-intensity
45,23,unaltered,PeelingVegetable,5,low-intensity
45,24,reverb,waves_at_beach,2,control-low-intensity
45,25,unaltered,bus,7,control-low-intensity
45,26,unaltered,car_crash,1,control-high-intensity
45,27,unaltered,duck_quack,4,control-low-intensity
45,28,unaltered,electric_shaver,5,control-low-intensity
45,29,reverb,Typing,2,low-intensity
45,30,unaltered,dialup_internet,1,control-low-intensity
45,31,reverb,race_car_passing_by,2,control-high-intensity
45,32,reverb,SprayCanShake,6,medium-intensity
45,33,unaltered,rotary_telephone_dialer,2,control-low-intensity
45,34,unaltered,horse_neighing,6,control-low-intensity
45,35,unaltered,coloring,4,control-low-intensity
45,36,reverb,BranchTrimmer,2,low-intensity
45,37,reverb,explosion,4,control-high-intensity
45,38,unaltered,train_passing_by,6,control-high-intensity
45,39,reverb,LeafBlower,5,high-intensity
45,40,reverb,humming,6,control-low-intensity
45,41,reverb,Velcro,2,medium-intensity
45,42,unaltered,car_accelerating,7,control-low-intensity
45,43,unaltered,horse_galloping,6,control-low-intensity
45,44,unaltered,ElectricShaver,5,medium-intensity
45,45,unaltered,BicycleBell,4,high-intensity
45,46,reverb,flushing,5,control-low-intensity
45,47,reverb,HammerNail,6,high-intensity
45,48,unaltered,FootstepsInSand,5,low-intensity
45,49,reverb,bear,8,control-low-intensity
45,50,reverb,HammerMetal,2,high-intensity
45,51,unaltered,car_idling,5,control-low-intensity
45,52,unaltered,ClankingDishes,6,medium-intensity
45,53,unaltered,owl_hooting,5,control-low-intensity
45,54,reverb,SawingWood,1,medium-intensity
45,55,reverb,printing,6,control-low-intensity
45,56,unaltered,bees_buzzing,4,control-low-intensity
45,57,reverb,fire_alarm,4,control-high-intensity
45,58,reverb,Drill,4,high-intensity
45,59,unaltered,WalkingLeaves,4,medium-intensity
45,60,reverb,CompressedAirSpray,6,high-intensity
45,61,reverb,FootsepsInPebble,6,medium-intensity
45,62,reverb,hair_dryer,6,control-low-intensity
45,63,unaltered,rubbing_hands,2,control-low-intensity
45,64,reverb,cat_purring,1,control-low-intensity
45,65,reverb,PepperGrinder,4,low-intensity
45,66,unaltered,Shovel,2,low-intensity
45,67,reverb,CoffeeBeanGrinder,2,high-intensity
45,68,unaltered,kettle_whistling,9,control-low-intensity
45,69,reverb,BiteChewApple,5,low-intensity
45,70,unaltered,slicing_bread,1,control-low-intensity
45,71,reverb,drinking,8,control-low-intensity
45,72,reverb,writing_on_a_chalkboard,7,control-low-intensity
45,73,reverb,heart_beat,6,control-low-intensity
45,74,unaltered,car_skidding,6,control-low-intensity
45,75,reverb,train_warning_bell,6,control-high-intensity
45,76,unaltered,cutting_with_scissors,8,control-low-intensity
45,77,reverb,HairDryer,4,high-intensity
45,78,unaltered,CrumplingPaper,5,medium-intensity
45,79,unaltered,wolf_howling,1,control-low-intensity
45,80,reverb,scream,6,control-high-intensity
45,81,reverb,writing_on_paper,5,control-low-intensity
45,82,reverb,clock_ticking,5,control-low-intensity
45,83,reverb,RustlingBranch,5,low-intensity
45,84,reverb,pig_snorting,5,control-low-intensity
45,85,unaltered,PouringLiquid,1,low-intensity
45,86,reverb,Chainsaw,6,high-intensity
45,87,reverb,Lawnmower,7,high-intensity
45,88,reverb,dentist_drill,6,control-low-intensity
45,89,unaltered,cash_register,2,control-low-intensity
45,90,reverb,DroppingStones,4,high-intensity
45,91,unaltered,train_whistle,6,control-high-intensity
45,92,reverb,finger_tapping,6,control-low-intensity
45,93,unaltered,breathing,2,control-low-intensity
45,94,unaltered,vegetable_peeler,4,control-low-intensity
45,95,unaltered,Blender,6,high-intensity
45,96,unaltered,spraying,5,control-low-intensity
45,97,unaltered,WaterSplash,4,low-intensity
45,98,unaltered,busaccelerating,7,control-low-intensity
45,99,reverb,jackhammer,6,control-high-intensity
45,100,reverb,shower,7,control-low-intensity
45,101,reverb,computer_startup_sound,5,control-low-intensity
45,102,unaltered,siren,2,control-high-intensity
45,103,unaltered,motorboat,4,control-high-intensity
45,104,reverb,bowling_pins_falling,9,control-low-intensity
45,105,unaltered,cow_mooing,5,control-low-intensity
45,106,unaltered,glass_shattering,5,control-low-intensity
45,107,reverb,airplane_taking_off,5,control-high-intensity
45,108,unaltered,flag_flapping,4,control-low-intensity
45,109,reverb,typing,4,control-low-intensity
45,110,unaltered,NailsFromBox,5,medium-intensity
45,111,unaltered,GlassSmash,4,high-intensity
45,112,unaltered,Ratchet,1,medium-intensity
45,113,unaltered,HandsRubbing,8,low-intensity
45,114,unaltered,pool_balls_colliding,2,control-low-intensity
45,115,unaltered,cuckoo_clock,2,control-low-intensity
45,116,reverb,BoilingKettle,2,medium-intensity
46,1,reverb,CrumplingPaper,6,medium-intensity
46,2,unaltered,bear,4,control-low-intensity
46,3,reverb,electric_shaver,7,control-low-intensity
46,4,reverb,busaccelerating,4,control-low-intensity
46,5,unaltered,train_warning_bell,4,control-high-intensity
46,6,unaltered,PepperGrinder,6,low-intensity
46,7,unaltered,Stapler,6,medium-intensity
46,8,reverb,car_accelerating,6,control-low-intensity
46,9,unaltered,cat_purring,2,control-low-intensity
46,10,reverb,siren,6,control-high-intensity
46,11,unaltered,dialup_internet,2,control-low-intensity
46,12,unaltered,horse_galloping,7,control-low-intensity
46,13,unaltered,rubbing_hands,1,control-low-intensity
46,14,reverb,BranchTrimmer,8,low-intensity
46,15,reverb,train_whistle,7,control-high-intensity
46,16,reverb,vegetable_peeler,5,control-low-intensity
46,17,unaltered,humming,4,control-low-intensity
46,18,reverb,Hatchet,1,medium-intensity
46,19,unaltered,frog_croaking,6,control-low-intensity
46,20,reverb,BicycleBell,6,high-intensity
46,21,unaltered,BoilingKettle,5,medium-intensity
46,22,unaltered,grandfather_clock_chimes,5,control-low-intensity
46,23,unaltered,duck_quack,5,control-low-intensity
46,24,reverb,car_idling,2,control-low-intensity
46,25,unaltered,waves_at_beach,6,control-low-intensity
46,26,unaltered,cow_mooing,6,control-low-intensity
46,27,reverb,ClankingDishes,4,medium-intensity
46,28,reverb,shower,4,control-low-intensity
46,29,reverb,heart_beat,2,control-low-intensity
46,30,unaltered,CoinDrop,2,medium-intensity
46,31,unaltered,cutting_with_scissors,4,control-low-intensity
46,32,reverb,DroppingStones,5,high-intensity
46,33,reverb,spraying,4,control-low-intensity
46,34,reverb,RustlingBranch,4,low-intensity
46,35,unaltered,HairDryer,6,high-intensity
46,36,unaltered,NailsFromBox,5,medium-intensity
46,37,reverb,drinking,7,control-low-intensity
46,38,unaltered,GlassSmash,5,high-intensity
46,39,reverb,computer_startup_sound,4,control-low-intensity
46,40,reverb,finger_tapping,5,control-low-intensity
46,41,reverb,glass_shattering,5,control-low-intensity
46,42,reverb,rotary_telephone_dialer,7,control-low-intensity
46,43,unaltered,whispering,1,control-low-intensity
46,44,reverb,printing,7,control-low-intensity
46,45,reverb,clock_ticking,5,control-low-intensity
46,46,unaltered,Velcro,2,medium-intensity
46,47,unaltered,fire_alarm,5,control-high-intensity
46,48,unaltered,FootsepsInPebble,1,medium-intensity
46,49,reverb,thunder,7,control-high-intensity
46,50,reverb,BicycleFreewheel,5,medium-intensity
46,51,reverb,typing,4,control-low-intensity
46,52,reverb,flushing,6,control-low-intensity
46,53,reverb,pool_balls_colliding,4,control-low-intensity
46,54,reverb,FootstepsInSand,6,low-intensity
46,55,unaltered,breathing,4,control-low-intensity
46,56,unaltered,SuitcaseRolling,5,low-intensity
46,57,reverb,SawingWood,4,medium-intensity
46,58,unaltered,Blender,5,high-intensity
46,59,reverb,cuckoo_clock,5,control-low-intensity
46,60,reverb,coloring,6,control-low-intensity
46,61,unaltered,WaterSplash,1,low-intensity
46,62,unaltered,car_skidding,7,control-low-intensity
46,63,reverb,Scissors,8,low-intensity
46,64,unaltered,chainsaw_revving,5,control-high-intensity
46,65,unaltered,bowling_pins_falling,6,control-low-intensity
46,66,reverb,PeelingVegetable,4,low-intensity
46,67,reverb,horse_neighing,2,control-low-intensity
46,68,reverb,Shovel,4,low-intensity
46,69,reverb,bus,4,control-low-intensity
46,70,unaltered,SprayCanShake,2,medium-intensity
46,71,unaltered,airplane_taking_off,2,control-high-intensity
46,72,reverb,writing_on_paper,5,control-low-intensity
46,73,unaltered,CompressedAirSpray,2,high-intensity
46,74,unaltered,Chainsaw,6,high-intensity
46,75,reverb,Lawnmower,8,high-intensity
46,76,unaltered,shuffling_cards,5,control-low-intensity
46,77,unaltered,angry_shouting,5,control-low-intensity
46,78,reverb,bees_buzzing,5,control-low-intensity
46,79,unaltered,ElectricCanOpener,4,high-intensity
46,80,reverb,owl_hooting,6,control-low-intensity
46,81,reverb,Vacuum,6,high-intensity
46,82,unaltered,Typing,5,low-intensity
46,83,unaltered,race_car_passing_by,5,control-high-intensity
46,84,unaltered,kettle_whistling,4,control-low-intensity
46,85,reverb,PouringLiquid,8,low-intensity
46,86,unaltered,HammerMetal,5,high-intensity
46,87,unaltered,slicing_bread,6,control-low-intensity
46,88,unaltered,scream,5,control-high-intensity
46,89,unaltered,wolf_howling,5,control-low-intensity
46,90,reverb,LeafBlower,7,high-intensity
46,91,unaltered,boat_horn,8,control-low-intensity
46,92,reverb,fireworks,7,control-high-intensity
46,93,unaltered,motorcycle_reving,6,control-high-intensity
46,94,unaltered,HandsRubbing,1,low-intensity
46,95,unaltered,train_passing_by,9,control-high-intensity
46,96,unaltered,cash_register,1,control-low-intensity
46,97,reverb,explosion,7,control-high-intensity
46,98,unaltered,HammerNail,2,high-intensity
46,99,reverb,Ratchet,4,medium-intensity
46,100,unaltered,CoffeeBeanGrinder,6,high-intensity
46,101,reverb,jackhammer,8,control-high-intensity
46,102,unaltered,crowd_cheering,7,control-high-intensity
46,103,reverb,writing_on_a_chalkboard,6,control-low-intensity
46,104,reverb,WalkingLeaves,6,medium-intensity
46,105,reverb,flag_flapping,7,control-low-intensity
46,106,reverb,blender,4,control-low-intensity
46,107,reverb,motorboat,4,control-high-intensity
46,108,unaltered,scratching,1,control-low-intensity
46,109,reverb,car_crash,2,control-high-intensity
46,110,reverb,pig_snorting,6,control-low-intensity
46,111,reverb,dentist_drill,9,control-low-intensity
46,112,unaltered,Drill,4,high-intensity
46,113,unaltered,ChoppingVegetables,2,low-intensity
46,114,reverb,ElectricShaver,5,medium-intensity
46,115,unaltered,hair_dryer,5,control-low-intensity
46,116,reverb,BiteChewApple,6,low-intensity
47,1,reverb,hair_dryer,6,control-low-intensity
47,2,reverb,GlassSmash,6,high-intensity
47,3,reverb,WalkingLeaves,6,medium-intensity
47,4,reverb,BicycleFreewheel,6,medium-intensity
47,5,unaltered,race_car_passing_by,5,control-high-intensity
47,6,reverb,chainsaw_revving,6,control-high-intensity
47,7,unaltered,BicycleBell,4,high-intensity
47,8,reverb,PeelingVegetable,6,low-intensity
47,9,unaltered,computer_startup_sound,2,control-low-intensity
47,10,unaltered,BoilingKettle,5,medium-intensity
47,11,reverb,electric_shaver,4,control-low-intensity
47,12,reverb,Shovel,2,low-intensity
47,13,reverb,cow_mooing,7,control-low-intensity
47,14,reverb,WaterSplash,4,low-intensity
47,15,reverb,drinking,4,control-low-intensity
47,16,unaltered,NailsFromBox,2,medium-intensity
47,17,unaltered,dialup_internet,5,control-low-intensity
47,18,reverb,thunder,6,control-high-intensity
47,19,reverb,FootsepsInPebble,7,medium-intensity
47,20,unaltered,dentist_drill,6,control-low-intensity
47,21,unaltered,flag_flapping,5,control-low-intensity
47,22,unaltered,car_idling,5,control-low-intensity
47,23,unaltered,motorboat,5,control-high-intensity
47,24,unaltered,BranchTrimmer,2,low-intensity
47,25,unaltered,blender,4,control-low-intensity
47,26,reverb,shuffling_cards,6,control-low-intensity
47,27,reverb,heart_beat,6,control-low-intensity
47,28,reverb,HandsRubbing,4,low-intensity
47,29,reverb,breathing,5,control-low-intensity
47,30,unaltered,ChoppingVegetables,6,low-intensity
47,31,reverb,Velcro,4,medium-intensity
47,32,unaltered,DroppingStones,1,high-intensity
47,33,unaltered,car_skidding,5,control-low-intensity
47,34,reverb,slicing_bread,6,control-low-intensity
47,35,reverb,glass_shattering,5,control-low-intensity
47,36,unaltered,frog_croaking,4,control-low-intensity
47,37,reverb,ElectricShaver,4,medium-intensity
47,38,reverb,ElectricCanOpener,5,high-intensity
47,39,unaltered,CrumplingPaper,2,medium-intensity
47,40,unaltered,printing,2,control-low-intensity
47,41,reverb,car_crash,5,control-high-intensity
47,42,unaltered,humming,1,control-low-intensity
47,43,unaltered,train_whistle,8,control-high-intensity
47,44,unaltered,pool_balls_colliding,5,control-low-intensity
47,45,unaltered,writing_on_a_chalkboard,2,control-low-intensity
47,46,unaltered,horse_galloping,7,control-low-intensity
47,47,reverb,spraying,7,control-low-intensity
47,48,reverb,fireworks,6,control-high-intensity
47,49,unaltered,cuckoo_clock,2,control-low-intensity
47,50,unaltered,fire_alarm,2,control-high-intensity
47,51,reverb,Vacuum,6,high-intensity
47,52,unaltered,bowling_pins_falling,6,control-low-intensity
47,53,unaltered,FootstepsInSand,1,low-intensity
47,54,reverb,train_warning_bell,6,control-high-intensity
47,55,unaltered,BiteChewApple,4,low-intensity
47,56,reverb,explosion,9,control-high-intensity
47,57,unaltered,PouringLiquid,1,low-intensity
47,58,unaltered,writing_on_paper,1,control-low-intensity
47,59,reverb,cat_purring,7,control-low-intensity
47,60,reverb,SawingWood,4,medium-intensity
47,61,unaltered,SuitcaseRolling,1,low-intensity
47,62,reverb,cutting_with_scissors,4,control-low-intensity
47,63,unaltered,clock_ticking,2,control-low-intensity
47,64,reverb,bear,5,control-low-intensity
47,65,unaltered,grandfather_clock_chimes,2,control-low-intensity
47,66,unaltered,airplane_taking_off,9,control-high-intensity
47,67,reverb,SprayCanShake,4,medium-intensity
47,68,unaltered,siren,9,control-high-intensity
47,69,reverb,RustlingBranch,4,low-intensity
47,70,unaltered,car_accelerating,7,control-low-intensity
47,71,unaltered,Lawnmower,5,high-intensity
47,72,reverb,typing,5,control-low-intensity
47,73,unaltered,horse_neighing,6,control-low-intensity
47,74,reverb,finger_tapping,4,control-low-intensity
47,75,unaltered,scratching,5,control-low-intensity
47,76,unaltered,busaccelerating,5,control-low-intensity
47,77,unaltered,Stapler,1,medium-intensity
47,78,reverb,train_passing_by,8,control-high-intensity
47,79,reverb,vegetable_peeler,6,control-low-intensity
47,80,reverb,scream,4,control-high-intensity
47,81,reverb,pig_snorting,6,control-low-intensity
47,82,unaltered,Scissors,5,low-intensity
47,83,reverb,cash_register,5,control-low-intensity
47,84,reverb,kettle_whistling,5,control-low-intensity
47,85,unaltered,bus,5,control-low-intensity
47,86,reverb,Blender,1,high-intensity
47,87,unaltered,jackhammer,5,control-high-intensity
47,88,unaltered,flushing,5,control-low-intensity
47,89,unaltered,HammerMetal,5,high-intensity
47,90,unaltered,Typing,2,low-intensity
47,91,unaltered,coloring,1,control-low-intensity
47,92,unaltered,boat_horn,1,control-low-intensity
47,93,unaltered,CoffeeBeanGrinder,6,high-intensity
47,94,reverb,wolf_howling,8,control-low-intensity
47,95,unaltered,ClankingDishes,6,medium-intensity
47,96,unaltered,duck_quack,5,control-low-intensity
47,97,unaltered,Hatchet,2,medium-intensity
47,98,unaltered,shower,4,control-low-intensity
47,99,unaltered,Drill,6,high-intensity
47,100,unaltered,crowd_cheering,4,control-high-intensity
47,101,reverb,Ratchet,1,medium-intensity
47,102,reverb,CompressedAirSpray,5,high-intensity
47,103,reverb,angry_shouting,7,control-low-intensity
47,104,unaltered,LeafBlower,4,high-intensity
47,105,reverb,whispering,6,control-low-intensity
47,106,reverb,waves_at_beach,4,control-low-intensity
47,107,reverb,PepperGrinder,5,low-intensity
47,108,unaltered,owl_hooting,6,control-low-intensity
47,109,unaltered,Chainsaw,5,high-intensity
47,110,reverb,HairDryer,4,high-intensity
47,111,unaltered,CoinDrop,2,medium-intensity
47,112,unaltered,motorcycle_reving,8,control-high-intensity
47,113,unaltered,rotary_telephone_dialer,5,control-low-intensity
47,114,unaltered,bees_buzzing,2,control-low-intensity
47,115,unaltered,rubbing_hands,1,control-low-intensity
47,116,reverb,HammerNail,6,high-intensity
48,1,unaltered,ChoppingVegetables,7,low-intensity
48,2,reverb,owl_hooting,1,control-low-intensity
48,3,unaltered,cat_purring,1,control-low-intensity
48,4,reverb,waves_at_beach,7,control-low-intensity
48,5,reverb,explosion,2,control-high-intensity
48,6,reverb,writing_on_a_chalkboard,7,control-low-intensity
48,7,reverb,FootsepsInPebble,4,medium-intensity
48,8,reverb,duck_quack,7,control-low-intensity
48,9,reverb,BoilingKettle,5,medium-intensity
48,10,unaltered,FootstepsInSand,4,low-intensity
48,11,unaltered,horse_galloping,6,control-low-intensity
48,12,unaltered,HandsRubbing,1,low-intensity
48,13,unaltered,bear,8,control-low-intensity
48,14,unaltered,flushing,4,control-low-intensity
48,15,unaltered,blender,4,control-low-intensity
48,16,reverb,airplane_taking_off,2,control-high-intensity
48,17,unaltered,pool_balls_colliding,5,control-low-intensity
48,18,unaltered,rubbing_hands,6,control-low-intensity
48,19,unaltered,Vacuum,5,high-intensity
48,20,unaltered,writing_on_paper,6,control-low-intensity
48,21,reverb,fireworks,6,control-high-intensity
48,22,reverb,cuckoo_clock,5,control-low-intensity
48,23,reverb,HairDryer,9,high-intensity
48,24,unaltered,motorcycle_reving,2,control-high-intensity
48,25,reverb,coloring,5,control-low-intensity
48,26,reverb,whispering,5,control-low-intensity
48,27,unaltered,HammerNail,2,high-intensity
48,28,reverb,computer_startup_sound,5,control-low-intensity
48,29,unaltered,car_skidding,5,control-low-intensity
48,30,reverb,angry_shouting,8,control-low-intensity
48,31,unaltered,CrumplingPaper,4,medium-intensity
48,32,unaltered,NailsFromBox,4,medium-intensity
48,33,reverb,breathing,6,control-low-intensity
48,34,unaltered,boat_horn,9,control-low-intensity
48,35,reverb,scratching,7,control-low-intensity
48,36,unaltered,electric_shaver,4,control-low-intensity
48,37,reverb,train_passing_by,4,control-high-intensity
48,38,unaltered,siren,6,control-high-intensity
48,39,unaltered,grandfather_clock_chimes,4,control-low-intensity
48,40,reverb,shower,5,control-low-intensity
48,41,reverb,frog_croaking,6,control-low-intensity
48,42,unaltered,train_whistle,7,control-high-intensity
48,43,reverb,cutting_with_scissors,5,control-low-intensity
48,44,unaltered,Ratchet,4,medium-intensity
48,45,unaltered,train_warning_bell,5,control-high-intensity
48,46,unaltered,shuffling_cards,5,control-low-intensity
48,47,unaltered,WaterSplash,2,low-intensity
48,48,reverb,SawingWood,7,medium-intensity
48,49,reverb,jackhammer,2,control-high-intensity
48,50,reverb,car_idling,4,control-low-intensity
48,51,unaltered,Shovel,4,low-intensity
48,52,unaltered,wolf_howling,1,control-low-intensity
48,53,unaltered,scream,5,control-high-intensity
48,54,unaltered,WalkingLeaves,4,medium-intensity
48,55,unaltered,glass_shattering,5,control-low-intensity
48,56,reverb,dialup_internet,2,control-low-intensity
48,57,reverb,BiteChewApple,4,low-intensity
48,58,reverb,BicycleBell,6,high-intensity
48,59,unaltered,bowling_pins_falling,6,control-low-intensity
48,60,unaltered,Drill,5,high-intensity
48,61,reverb,Lawnmower,6,high-intensity
48,62,reverb,crowd_cheering,7,control-high-intensity
48,63,unaltered,busaccelerating,7,control-low-intensity
48,64,unaltered,PeelingVegetable,5,low-intensity
48,65,reverb,dentist_drill,2,control-low-intensity
48,66,unaltered,Scissors,2,low-intensity
48,67,unaltered,SuitcaseRolling,1,low-intensity
48,68,reverb,horse_neighing,7,control-low-intensity
48,69,unaltered,fire_alarm,4,control-high-intensity
48,70,unaltered,chainsaw_revving,2,control-high-intensity
48,71,reverb,humming,8,control-low-intensity
48,72,reverb,RustlingBranch,5,low-intensity
48,73,reverb,car_accelerating,6,control-low-intensity
48,74,unaltered,CoffeeBeanGrinder,4,high-intensity
48,75,reverb,pig_snorting,6,control-low-intensity
48,76,reverb,CompressedAirSpray,6,high-intensity
48,77,reverb,finger_tapping,4,control-low-intensity
48,78,unaltered,PouringLiquid,7,low-intensity
48,79,reverb,car_crash,7,control-high-intensity
48,80,unaltered,DroppingStones,2,high-intensity
48,81,reverb,race_car_passing_by,7,control-high-intensity
48,82,unaltered,cow_mooing,5,control-low-intensity
48,83,unaltered,kettle_whistling,4,control-low-intensity
48,84,unaltered,hair_dryer,4,control-low-intensity
48,85,unaltered,motorboat,6,control-high-intensity
48,86,unaltered,SprayCanShake,5,medium-intensity
48,87,reverb,BranchTrimmer,6,low-intensity
48,88,unaltered,thunder,8,control-high-intensity
48,89,reverb,clock_ticking,5,control-low-intensity
48,90,reverb,rotary_telephone_dialer,4,control-low-intensity
48,91,unaltered,Blender,7,high-intensity
48,92,reverb,cash_register,6,control-low-intensity
48,93,reverb,ElectricShaver,5,medium-intensity
48,94,reverb,Stapler,7,medium-intensity
48,95,unaltered,Chainsaw,4,high-intensity
48,96,unaltered,slicing_bread,5,control-low-intensity
48,97,reverb,bus,5,control-low-intensity
48,98,reverb,ClankingDishes,4,medium-intensity
48,99,reverb,PepperGrinder,9,low-intensity
48,100,reverb,flag_flapping,6,control-low-intensity
48,101,unaltered,bees_buzzing,4,control-low-intensity
48,102,unaltered,heart_beat,2,control-low-intensity
48,103,unaltered,HammerMetal,2,high-intensity
48,104,reverb,GlassSmash,4,high-intensity
48,105,unaltered,Typing,2,low-intensity
48,106,unaltered,spraying,4,control-low-intensity
48,107,reverb,Velcro,2,medium-intensity
48,108,reverb,LeafBlower,5,high-intensity
48,109,unaltered,printing,2,control-low-intensity
48,110,reverb,Hatchet,5,medium-intensity
48,111,unaltered,drinking,2,control-low-intensity
48,112,unaltered,typing,5,control-low-intensity
48,113,unaltered,vegetable_peeler,4,control-low-intensity
48,114,reverb,CoinDrop,6,medium-intensity
48,115,unaltered,ElectricCanOpener,4,high-intensity
48,116,reverb,BicycleFreewheel,2,medium-intensity
49,1,reverb,Vacuum,2,high-intensity
49,2,unaltered,train_whistle,4,control-high-intensity
49,3,reverb,drinking,6,control-low-intensity
49,4,unaltered,cuckoo_clock,4,control-low-intensity
49,5,reverb,SprayCanShake,2,medium-intensity
49,6,reverb,CompressedAirSpray,4,high-intensity
49,7,reverb,shuffling_cards,7,control-low-intensity
49,8,unaltered,BicycleBell,5,high-intensity
49,9,reverb,typing,5,control-low-intensity
49,10,unaltered,glass_shattering,7,control-low-intensity
49,11,unaltered,owl_hooting,2,control-low-intensity
49,12,unaltered,dialup_internet,4,control-low-intensity
49,13,unaltered,FootstepsInSand,2,low-intensity
49,14,unaltered,car_accelerating,5,control-low-intensity
49,15,reverb,clock_ticking,1,control-low-intensity
49,16,unaltered,hair_dryer,5,control-low-intensity
49,17,reverb,ClankingDishes,4,medium-intensity
49,18,reverb,bees_buzzing,6,control-low-intensity
49,19,reverb,frog_croaking,5,control-low-intensity
49,20,reverb,Ratchet,2,medium-intensity
49,21,unaltered,PeelingVegetable,1,low-intensity
49,22,reverb,boat_horn,8,control-low-intensity
49,23,reverb,train_passing_by,4,control-high-intensity
49,24,reverb,Blender,5,high-intensity
49,25,unaltered,whispering,1,control-low-intensity
49,26,unaltered,horse_galloping,7,control-low-intensity
